EventID,SectionID,TrackID,X,Y,Frame,Class,Vidfilename,DateTime
65,Nord,33,434,173,7302,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:21:05
66,Sued,33,440,109,7374,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:21:08
67,Nord,34,285,168,7446,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:21:12
68,Sued,34,387,114,7515,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:21:15
69,Nord,35,253,164,7812,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:21:30
70,Sued,35,348,112,7851,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:21:32
71,Nord,36,321,171,8008,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:21:40
72,Sued,36,397,112,8044,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:21:42
73,Nord,37,287,169,8436,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:22:01
74,Sued,37,380,111,8468,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:22:03
75,Nord,38,290,172,8508,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:22:05
76,Sued,38,377,110,8544,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:22:07
77,Nord,39,298,169,8552,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:22:07
78,Sued,39,389,110,8588,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:22:09
79,Nord,40,309,170,8632,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:22:11
80,Sued,40,390,112,8676,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:22:13
81,Nord,41,241,165,8632,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:22:11
82,Sued,41,347,108,8668,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:22:13
83,Nord,42,311,167,8720,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:22:16
84,Sued,42,396,110,8764,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:22:18
85,Nord,43,294,167,8756,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:22:17
86,Sued,43,379,111,8808,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:22:20
87,Nord,44,305,168,8812,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:22:20
88,Sued,44,384,114,8848,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:22:22
89,Nord,45,284,169,8976,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:22:28
90,Sued,45,387,116,9052,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:22:32
91,Nord,46,268,169,9276,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:22:43
92,Sued,46,388,112,9336,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:22:46
93,Nord,47,298,170,10030,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:23:21
94,Sued,47,377,113,10065,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:23:23
95,Nord,48,284,169,10270,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:23:33
96,Sued,48,385,112,10312,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:23:35
97,Nord,49,277,169,10316,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:23:35
98,Sued,49,370,112,10373,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:23:38
99,Nord,50,319,170,10481,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:23:44
100,Sued,50,388,110,10535,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:23:46
101,Nord,51,307,171,10724,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:23:56
102,Sued,51,390,112,10760,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:23:58
103,Nord,52,261,167,10762,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:23:58
104,Sued,52,351,111,10796,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:23:59
105,Nord,53,304,168,10804,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:24:00
106,Sued,53,379,112,10841,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:24:02
107,Nord,54,310,170,10985,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:24:09
108,Sued,54,382,111,11051,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:24:12
109,Nord,55,303,169,11756,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:24:47
110,Sued,55,390,115,11801,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:24:50
111,Sued,56,491,111,12025,Person,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:25:01
112,Nord,56,414,171,12159,Person,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:25:07
113,Nord,57,289,167,12213,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:25:10
114,Sued,57,373,110,12267,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:25:13
