EventID,SectionID,TrackID,X,Y,Frame,Class,Vidfilename,DateTime
1,Haltelinie,1,293,285,93,Pkw ohne Anhänger,Saarbruecken_OTCamera04_FR20_2022-10-17_18-30-00.mp4,2022-10-17 18:30:04
2,Querschnitt_Straße,1,647,432,130,Pkw ohne Anhänger,Saarbruecken_OTCamera04_FR20_2022-10-17_18-30-00.mp4,2022-10-17 18:30:06
3,Haltelinie,2,282,291,175,Pkw ohne Anhänger,Saarbruecken_OTCamera04_FR20_2022-10-17_18-30-00.mp4,2022-10-17 18:30:08
4,Querschnitt_Straße,2,633,438,206,Pkw ohne Anhänger,Saarbruecken_OTCamera04_FR20_2022-10-17_18-30-00.mp4,2022-10-17 18:30:10
5,Haltelinie,3,381,253,823,Pkw ohne Anhänger,Saarbruecken_OTCamera04_FR20_2022-10-17_18-30-00.mp4,2022-10-17 18:30:41
6,Querschnitt_Straße,3,729,377,873,Pkw ohne Anhänger,Saarbruecken_OTCamera04_FR20_2022-10-17_18-30-00.mp4,2022-10-17 18:30:43
7,Haltelinie,4,293,285,843,Pkw ohne Anhänger,Saarbruecken_OTCamera04_FR20_2022-10-17_18-30-00.mp4,2022-10-17 18:30:42
8,Querschnitt_Straße,4,658,430,891,Pkw ohne Anhänger,Saarbruecken_OTCamera04_FR20_2022-10-17_18-30-00.mp4,2022-10-17 18:30:44
9,Haltelinie,5,193,320,870,Lastenrad,Saarbruecken_OTCamera04_FR20_2022-10-17_18-30-00.mp4,2022-10-17 18:30:43
10,Querschnitt_Straße,5,465,552,910,Lastenrad,Saarbruecken_OTCamera04_FR20_2022-10-17_18-30-00.mp4,2022-10-17 18:30:45
11,Haltelinie,6,382,253,882,Pkw ohne Anhänger,Saarbruecken_OTCamera04_FR20_2022-10-17_18-30-00.mp4,2022-10-17 18:30:44
12,Querschnitt_Straße,6,745,368,916,Pkw ohne Anhänger,Saarbruecken_OTCamera04_FR20_2022-10-17_18-30-00.mp4,2022-10-17 18:30:45
13,Haltelinie,7,277,290,909,Pkw ohne Anhänger,Saarbruecken_OTCamera04_FR20_2022-10-17_18-30-00.mp4,2022-10-17 18:30:45
