;Class;gt;eval;t_start;t_end
0;bicycle;10;10.0;08:30:00;08:32:30
1;car;1;0.0;08:30:00;08:32:30
2;person;1;1.0;08:30:00;08:32:30
3;bicycle;11;10.0;08:32:30;08:35:00
4;person;1;1.0;08:32:30;08:35:00
5;bicycle;12;12.0;08:35:00;08:37:30
6;person;3;3.0;08:35:00;08:37:30
7;bicycle;17;17.0;08:37:30;08:40:00
8;person;5;4.0;08:37:30;08:40:00
9;bicycle;10;7.0;08:40:00;08:42:30
10;person;3;3.0;08:40:00;08:42:30
11;person;11;12.0;08:42:30;08:45:00
12;bicycle;10;8.0;08:42:30;08:45:00
