;Class;gt;eval;t_start;t_end
0;car;60.0;61.0;18:45:00;18:50:00
1;person;22.0;19.0;18:45:00;18:50:00
2;motorcycle;4.0;2.0;18:45:00;18:50:00
3;bus;2.0;2.0;18:45:00;18:50:00
4;car;62.0;65.0;18:50:00;18:55:00
5;person;28.0;20.0;18:50:00;18:55:00
6;bus;2.0;2.0;18:50:00;18:55:00
7;bicycle;1.0;1.0;18:50:00;18:55:00
8;car;53.0;52.0;18:55:00;19:00:00
9;person;22.0;14.0;18:55:00;19:00:00
10;bus;4.0;4.0;18:55:00;19:00:00
11;bicycle;3.0;0.0;18:55:00;19:00:00
12;motorcycle;0.0;1.0;18:55:00;19:00:00
