Class;gt;eval;rp;fp;fn
bicycle;7.0;0.0;0.0;0.0;7.0
bus;6.0;6.0;6.0;0.0;0.0
car;156.0;155.0;152.0;3.0;4.0
motorcycle;2.0;3.0;2.0;1.0;0.0
person;41.0;33.0;31.0;2.0;10.0
truck;3.0;4.0;3.0;1.0;0.0
