Class;gt;eval;rp;fp;fn
bicycle;9;9.0;6.0;3.0;3.0
bus;9;13.0;9.0;4.0;0.0
car;188;190.0;181.0;9.0;7.0
motorcycle;5;5.0;4.0;1.0;1.0
person;58;47.0;47.0;0.0;11.0
truck;5;11.0;5.0;6.0;0.0
