EventID,SectionID,TrackID,X,Y,Frame,Class,Vidfilename,DateTime
1,Sued,1,555,68,387,Bicycle,TUDCam02_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:15:19
2,Nord,1,658,127,438,Bicycle,TUDCam02_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:15:21
3,Nord,2,478,157,2224,Person,TUDCam02_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:16:51
4,Sued,2,442,82,2406,Person,TUDCam02_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:17:00
5,Sued,3,528,73,3498,Bicycle,TUDCam02_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:17:54
6,Nord,3,639,128,3545,Bicycle,TUDCam02_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:17:57
7,Sued,4,528,71,3692,Bicycle,TUDCam02_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:18:04
8,Nord,4,644,127,3736,Bicycle,TUDCam02_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:18:06
9,Sued,5,534,72,3751,Bicycle,TUDCam02_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:18:07
10,Nord,5,626,128,3786,Bicycle,TUDCam02_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:18:09
11,Sued,6,598,69,4573,Bicycle,TUDCam02_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:18:48
