Class;gt;eval;rp;fp;fn;S;G;t_int
bicycle;8;5;1;4;7;0,125;0,2;2023-04-12T00:00:10Z
bicycle;8;5;1;4;7;0,125;0,2;2023-04-12T00:00:20Z
bicycle;8;5;2;3;6;0,250;0,4;2023-04-12T00:00:30Z
bicycle;8;5;2;3;6;0,250;0,4;2023-04-12T00:00:50Z
bicycle;8;5;2;3;6;0,250;0,4;2023-04-12T00:01:00Z
bicycle;8;5;2;3;6;0,250;0,4;2023-04-12T00:01:30Z
bicycle;8;5;2;3;6;0,250;0,4;2023-04-12T00:01:40Z
bicycle;8;5;2;3;6;0,250;0,4;2023-04-12T00:02:30Z
bicycle;8;5;4;1;4;0,500;0,8;2023-04-12T00:03:00Z
bicycle;8;5;3;2;5;0,375;0,6;2023-04-12T00:05:00Z
bicycle;8;5;5;0;3;0,625;1,0;2023-04-12T00:07:30Z
bicycle;8;5;5;0;3;0,625;1,0;2023-04-12T00:15:00Z
