Class;gt;eval;rp;fp;fn
bicycle;9;7.0;5.0;2.0;4.0
bus;9;11.0;9.0;2.0;0.0
car;188;189.0;177.0;12.0;11.0
motorcycle;5;4.0;4.0;0.0;1.0
person;58;40.0;35.0;5.0;23.0
truck;5;5.0;4.0;1.0;1.0
