Class;gt;eval;rp;fp;fn
bicycle;9;9.0;6.0;3;3.0
bus;9;12.0;9.0;3;0.0
car;188;190.0;181.0;9;7.0
motorcycle;5;5.0;4.0;1;1.0
person;58;47.0;44.0;3;14.0
truck;5;6.0;5.0;1;0.0
