Class;gt;eval;rp;fp;fn
bicycle;12.0;9;9.0;0.0;3.0
bus;9.0;13;9.0;4.0;0.0
car;196.0;190;190.0;0.0;6.0
motorcycle;5.0;5;4.0;1.0;1.0
person;76.0;34;34.0;0.0;42.0
truck;3.0;13;3.0;10.0;0.0
