Class;gt;eval;rp;fp;fn
bicycle;10.0;4.0;4.0;0.0;6.0
bus;9.0;11.0;9.0;2.0;0.0
car;190.0;184.0;182.0;2.0;8.0
motorcycle;4.0;4.0;3.0;1.0;1.0
person;105.0;126.0;104.0;22.0;1.0
truck;5.0;10.0;4.0;6.0;1.0
