Class;gt;eval;rp;fp;fn
bicycle;4;4.0;4.0;0.0;0.0
bus;8;8.0;8.0;0.0;0.0
car;175;175.0;172.0;3.0;3.0
motorcycle;4;4.0;4.0;0.0;0.0
person;72;73.0;68.0;10.0;9.0
