Class;gt;eval;rp;fp;fn
bicycle;4.0;4.0;4.0;0.0;0.0
bus;8.0;8.0;8.0;0.0;0.0
car;175.0;175.0;171.0;4.0;4.0
motorcycle;4.0;4.0;4.0;0.0;0.0
person;72.0;73.0;68.0;10.0;9.0
