Class;gt;eval;rp;fp;fn
bicycle;4.0;4;4.0;0;0
bus;8.0;8;8.0;0;0
car;175.0;175;173.0;2;2
motorcycle;4.0;4;4.0;0;0
person;72.0;73;69.0;6;5
