;Class;gt;eval;t_start;t_end
0;car;60;60;18:45:00;18:50:00
1;person;22;26;18:45:00;18:50:00
2;motorcycle;4;4;18:45:00;18:50:00
3;bus;2;2;18:45:00;18:50:00
4;car;62;62;18:50:00;18:55:00
5;person;28;32;18:50:00;18:55:00
6;bus;2;2;18:50:00;18:55:00
7;bicycle;1;1;18:50:00;18:55:00
8;car;53;53;18:55:00;19:00:00
9;person;22;23;18:55:00;19:00:00
10;bus;4;4;18:55:00;19:00:00
11;bicycle;3;3;18:55:00;19:00:00
