Class;gt;eval;rp;fp;fn
bicycle;4.0;1.0;1.0;0.0;3.0
bus;8.0;8.0;8.0;0.0;0.0
car;175.0;178.0;174.0;4.0;1.0
motorcycle;4.0;3.0;2.0;1.0;2.0
person;72.0;54.0;54.0;0.0;18.0
