Class;gt;eval;rp;fp;fn
bicycle;8.0;0.0;0.0;0.0;8.0
bus;6.0;3.0;3.0;0.0;3.0
car;156.0;155.0;149.0;6.0;7.0
motorcycle;2.0;1.0;1.0;0.0;1.0
person;67.0;77.0;50.0;27.0;17.0
truck;3.0;2.0;1.0;1.0;2.0
