;Class;gt;eval;t_start;t_end
0;person;11;11.0;18:45:00;18:47:30
1;bicycle;1;2.0;18:45:00;18:47:30
2;person;13;13.0;18:47:30;18:50:00
3;bicycle;1;1.0;18:47:30;18:50:00
4;person;6;6.0;18:50:00;18:52:30
5;person;17;18.0;18:52:30;18:55:00
6;bicycle;1;1.0;18:52:30;18:55:00
7;person;7;7.0;18:55:00;18:57:30
8;bicycle;1;0.0;18:55:00;18:57:30
9;person;13;13.0;18:57:30;19:00:00
10;bicycle;1;1.0;18:57:30;19:00:00
