Class;gt;eval;rp;fp;fn;S;G;F1;t_int
person;108;108;98;10;10;0,907407407407407;0,907407407407407;0,907407407407407;2023-04-24T00:00:10Z
person;108;108;101;7;7;0,935185185185185;0,935185185185185;0,935185185185185;2023-04-24T00:00:20Z
person;108;108;102;6;6;0,944444444444444;0,944444444444444;0,944444444444444;2023-04-24T00:00:30Z
person;108;107;101;6;7;0,935185185185185;0,943925233644860;0,939534883720930;2023-04-24T00:00:50Z
person;108;108;103;5;5;0,953703703703704;0,953703703703704;0,953703703703704;2023-04-24T00:01:00Z
person;108;108;102;6;6;0,944444444444444;0,944444444444444;0,944444444444444;2023-04-24T00:01:30Z
person;108;107;103;4;5;0,953703703703704;0,962616822429907;0,958139534883721;2023-04-24T00:01:40Z
person;108;107;102;5;6;0,944444444444444;0,953271028037383;0,948837209302326;2023-04-24T00:02:30Z
person;108;108;105;3;3;0,972222222222222;0,972222222222222;0,972222222222222;2023-04-24T00:03:00Z
person;108;107;106;1;2;0,981481481481482;0,990654205607477;0,986046511627907;2023-04-24T00:05:00Z
person;108;107;103;4;5;0,953703703703704;0,962616822429907;0,958139534883721;2023-04-24T00:07:30Z
person;108;107;107;0;1;0,990740740740741;1,000000000000000;0,995348837209302;2023-04-24T00:15:00Z
