Class;gt;eval;rp;fp;fn
bicycle;7;8.0;7.0;1.0;0.0
bus;6;6.0;6.0;0.0;0.0
car;156;154.0;154.0;0.0;2.0
motorcycle;2;1.0;1.0;0.0;1.0
person;41;33.0;33.0;0.0;8.0
truck;3;3.0;3.0;0.0;0.0
