;Class;gt;eval;t_start;t_end
0;car;188;193;13:15:00;13:30:00
1;person;58;85;13:15:00;13:30:00
2;bicycle;9;12;13:15:00;13:30:00
3;bus;9;9;13:15:00;13:30:00
4;motorcycle;5;5;13:15:00;13:30:00
5;truck;5;2;13:15:00;13:30:00
