Class;gt;eval;rp;fp;fn;S;G;t_int
person;72;57;47;10;25;0,652777777777778;0,824561403508772;2023-04-12T00:00:10Z
person;72;57;49;8;23;0,680555555555556;0,859649122807018;2023-04-12T00:00:20Z
person;72;57;49;8;23;0,680555555555556;0,859649122807018;2023-04-12T00:00:30Z
person;72;57;51;6;21;0,708333333333333;0,894736842105263;2023-04-12T00:00:50Z
person;72;57;51;6;21;0,708333333333333;0,894736842105263;2023-04-12T00:01:00Z
person;72;57;55;2;17;0,763888888888889;0,964912280701754;2023-04-12T00:01:30Z
person;72;57;53;4;19;0,736111111111111;0,929824561403509;2023-04-12T00:01:40Z
person;72;57;56;1;16;0,777777777777778;0,982456140350877;2023-04-12T00:02:30Z
person;72;57;56;1;16;0,777777777777778;0,982456140350877;2023-04-12T00:03:00Z
person;72;57;57;0;15;0,791666666666667;1,000000000000000;2023-04-12T00:05:00Z
person;72;57;57;0;15;0,791666666666667;1,000000000000000;2023-04-12T00:07:30Z
person;72;57;57;0;15;0,791666666666667;1,000000000000000;2023-04-12T00:15:00Z
