Class;gt;eval;rp;fp;fn
bicycle;8;0.0;0.0;0.0;8.0
bus;6;3.0;3.0;0.0;3.0
car;157;155.0;151.0;4.0;6.0
motorcycle;2;1.0;1.0;0.0;1.0
person;65;64.0;49.0;15.0;16.0
truck;3;1.0;1.0;0.0;2.0
