Class;gt;eval;rp;fp;fn
bicycle;8;0.0;0.0;0.0;8.0
bus;5;2.0;2.0;0.0;3.0
car;140;138.0;137.0;1.0;3.0
motorcycle;2;1.0;1.0;0.0;1.0
person;59;75.0;56.0;19.0;3.0
truck;3;1.0;1.0;0.0;2.0
