Class;gt;eval;rp;fp;fn
bicycle;8;0.0;0.0;0.0;8.0
bus;6;2.0;2.0;0.0;4.0
car;157;155.0;150.0;5.0;7.0
motorcycle;2;1.0;1.0;0.0;1.0
person;66;57.0;43.0;14.0;23.0
truck;3;1.0;1.0;0.0;2.0
