Class;gt;eval;rp;fp;fn
bicycle;7;0.0;0.0;0.0;7.0
bus;5;2.0;2.0;0.0;3.0
car;134;132.0;132.0;0.0;2.0
motorcycle;2;1.0;1.0;0.0;1.0
person;51;63.0;51.0;12.0;0.0
truck;3;1.0;1.0;0.0;2.0
