Class;gt;eval;rp;fp;fn
bicycle;7;0.0;0.0;0.0;7.0
bus;5;2.0;2.0;0.0;3.0
car;132;130.0;129.0;1.0;3.0
motorcycle;2;1.0;1.0;0.0;1.0
person;49;59.0;46.0;13.0;3.0
truck;3;1.0;1.0;0.0;2.0
