Class;gt;eval;rp;fp;fn
bicycle;5;0.0;0.0;0.0;5.0
bus;3;0.0;0.0;0.0;3.0
car;78;77.0;77.0;0.0;1.0
motorcycle;1;0.0;0.0;0.0;1.0
person;31;43.0;31.0;12.0;0.0
truck;1;1.0;1.0;0.0;0.0
