EventID,TrackID,SectionID,Class,Frame,X,Y,DateTime
2,8345,Nord,bicycle,84,303,169,2022-09-20 08:15:04
3,8345,Sued,bicycle,145,384,111,2022-09-20 08:15:07
4,8346,Nord,person,89,310,170,2022-09-20 08:15:04
5,8358,Sued,person,136,377,104,2022-09-20 08:15:06
6,8365,Nord,bicycle,473,301,168,2022-09-20 08:15:23
7,8366,Nord,person,540,307,169,2022-09-20 08:15:27
8,8366,Sued,person,755,383,111,2022-09-20 08:15:37
9,8382,Nord,bicycle,407,366,169,2022-09-20 08:15:20
10,8401,Nord,unclear,478,449,173,2022-09-20 08:15:23
11,8423,Sued,bicycle,720,372,112,2022-09-20 08:15:36
12,8440,Nord,bicycle,1111,306,169,2022-09-20 08:15:55
13,8440,Sued,bicycle,1136,363,110,2022-09-20 08:15:56
14,8441,Nord,person,1117,329,170,2022-09-20 08:15:55
15,8451,Nord,bicycle,1132,306,168,2022-09-20 08:15:56
16,8451,Sued,bicycle,1172,383,111,2022-09-20 08:15:58
17,8454,Nord,person,1137,320,168,2022-09-20 08:15:56
18,8454,Sued,person,1182,393,110,2022-09-20 08:15:59
19,8457,Sued,bicycle,1203,341,109,2022-09-20 08:16:00
20,8458,Nord,person,1176,231,165,2022-09-20 08:15:58
21,8474,Nord,person,1749,302,170,2022-09-20 08:16:27
22,8474,Sued,person,1795,399,112,2022-09-20 08:16:29
23,8475,Nord,person,1752,315,171,2022-09-20 08:16:27
24,8478,Nord,bicycle,1872,291,167,2022-09-20 08:16:33
25,8478,Sued,bicycle,1903,354,110,2022-09-20 08:16:35
26,8492,Nord,person,1880,316,169,2022-09-20 08:16:34
27,8495,Sued,bicycle,1939,327,112,2022-09-20 08:16:36
28,8496,Sued,person,1949,343,111,2022-09-20 08:16:37
29,8500,Nord,bicycle,1958,299,169,2022-09-20 08:16:37
30,8502,Nord,bicycle,1911,245,168,2022-09-20 08:16:35
31,8503,Nord,person,1962,317,169,2022-09-20 08:16:38
32,8503,Sued,person,2041,406,112,2022-09-20 08:16:42
33,8520,Nord,person,1976,314,169,2022-09-20 08:16:38
