EventID,TrackID,SectionID,Class,Frame,X,Y,DateTime
2,1,Haltelinie,car,367,335,272,2022-10-17 13:15:18
3,1,Querschnitt_Straße,car,394,679,413,2022-10-17 13:15:19
4,3,Haltelinie,car,426,334,272,2022-10-17 13:15:21
5,3,Querschnitt_Straße,car,454,689,408,2022-10-17 13:15:22
6,8,FG2,person,953,313,498,2022-10-17 13:15:47
7,11,FG1,person,64,756,303,2022-10-17 13:15:03
8,18,FG1,person,25,781,304,2022-10-17 13:15:01
9,18,Querschnitt_Straße,person,24,789,352,2022-10-17 13:15:01
10,19,FG1,person,12,644,255,2022-10-17 13:15:00
11,21,FG1,person,30,719,292,2022-10-17 13:15:01
12,24,FG1,person,164,791,318,2022-10-17 13:15:08
13,27,FG1,person,25,657,263,2022-10-17 13:15:01
14,27,Querschnitt_Straße,person,163,664,418,2022-10-17 13:15:08
15,29,FG1,person,22,604,241,2022-10-17 13:15:01
16,33,FG1,person,121,724,290,2022-10-17 13:15:06
17,35,FG1,person,33,668,267,2022-10-17 13:15:01
18,39,FG1,person,95,583,232,2022-10-17 13:15:04
19,40,Haltelinie,person,106,504,213,2022-10-17 13:15:05
20,44,FG1,person,88,582,231,2022-10-17 13:15:04
21,45,FG1,person,192,766,308,2022-10-17 13:15:09
22,54,FG1,person,151,722,289,2022-10-17 13:15:07
23,55,Haltelinie,person,111,486,223,2022-10-17 13:15:05
24,66,Haltelinie,person,182,509,211,2022-10-17 13:15:09
25,90,FG1,person,228,608,245,2022-10-17 13:15:11
26,93,FG1,person,249,705,281,2022-10-17 13:15:12
27,96,FG1,person,234,698,278,2022-10-17 13:15:11
28,101,FG1,person,282,645,257,2022-10-17 13:15:14
29,110,Querschnitt_Straße,person,417,787,335,2022-10-17 13:15:20
30,113,Haltelinie,person,398,499,214,2022-10-17 13:15:19
31,115,FG1,person,353,765,307,2022-10-17 13:15:17
32,115,Querschnitt_Straße,person,393,786,335,2022-10-17 13:15:19
33,121,FG1,person,350,531,210,2022-10-17 13:15:17
34,143,FG1,person,554,600,237,2022-10-17 13:15:27
35,161,FG2,person,754,217,397,2022-10-17 13:15:37
36,169,FG1,person,607,783,315,2022-10-17 13:15:30
37,169,Querschnitt_Straße,person,773,751,360,2022-10-17 13:15:38
38,175,Haltelinie,car,1156,330,273,2022-10-17 13:15:57
39,175,Querschnitt_Straße,car,1186,684,409,2022-10-17 13:15:59
40,180,FG1,person,678,777,312,2022-10-17 13:15:33
41,183,Haltelinie,car,1190,328,273,2022-10-17 13:15:59
42,183,Querschnitt_Straße,car,1215,678,412,2022-10-17 13:16:00
43,186,Haltelinie,car,1210,442,236,2022-10-17 13:16:00
44,186,Querschnitt_Straße,car,1251,779,342,2022-10-17 13:16:02
45,187,FG1,person,730,747,307,2022-10-17 13:15:36
46,188,FG2,person,800,242,425,2022-10-17 13:15:40
47,189,Querschnitt_Straße,person,816,687,402,2022-10-17 13:15:40
48,198,FG2,person,748,207,385,2022-10-17 13:15:37
49,200,FG2,person,769,195,378,2022-10-17 13:15:38
50,201,FG2,person,781,211,396,2022-10-17 13:15:39
51,202,Haltelinie,car,1303,321,273,2022-10-17 13:16:05
52,202,Querschnitt_Straße,car,1320,683,416,2022-10-17 13:16:06
53,207,FG1,person,807,656,262,2022-10-17 13:15:40
54,207,FG2,person,1015,245,429,2022-10-17 13:15:50
55,208,FG2,person,919,389,569,2022-10-17 13:15:45
56,211,FG2,person,947,383,583,2022-10-17 13:15:47
57,213,Haltelinie,car,1262,424,239,2022-10-17 13:16:03
58,213,Querschnitt_Straße,car,1294,763,352,2022-10-17 13:16:04
59,216,FG1,person,1073,647,258,2022-10-17 13:15:53
60,216,FG2,person,842,242,421,2022-10-17 13:15:42
61,221,FG2,person,960,336,515,2022-10-17 13:15:48
62,227,FG2,person,832,200,384,2022-10-17 13:15:41
63,250,Haltelinie,car,1319,419,241,2022-10-17 13:16:05
64,250,Querschnitt_Straße,car,1347,761,352,2022-10-17 13:16:07
65,256,FG1,person,1030,723,290,2022-10-17 13:15:51
66,278,FG2,person,951,400,583,2022-10-17 13:15:47
67,288,FG1,person,976,583,230,2022-10-17 13:15:48
68,291,FG1,person,1036,737,296,2022-10-17 13:15:51
69,292,FG1,person,990,570,225,2022-10-17 13:15:49
70,292,FG2,person,1838,192,374,2022-10-17 13:16:31
71,294,Haltelinie,person,1023,180,324,2022-10-17 13:15:51
72,294,Querschnitt_Straße,person,1183,450,563,2022-10-17 13:15:59
