EventID,TrackID,SectionID,Class,Frame,X,Y,DateTime
646,17,Sued,person,839,501,74,2022-09-20 08:00:41
647,17,Nord,person,663,786,103,2022-09-20 08:00:33
648,32,Sued,bicycle,797,545,71,2022-09-20 08:00:39
649,54,Sued,person,1392,529,70,2022-09-20 08:01:09
650,54,Nord,person,1444,634,131,2022-09-20 08:01:12
651,57,Sued,bicycle,1408,547,70,2022-09-20 08:01:10
652,57,Nord,bicycle,1449,646,128,2022-09-20 08:01:12
653,96,Nord,bicycle,2548,711,118,2022-09-20 08:02:07
654,99,Nord,person,2558,734,116,2022-09-20 08:02:07
655,125,Sued,person,2862,544,70,2022-09-20 08:02:23
656,125,Nord,person,2904,661,126,2022-09-20 08:02:25
657,129,Sued,bicycle,2871,561,71,2022-09-20 08:02:23
658,129,Nord,bicycle,2907,670,125,2022-09-20 08:02:25
659,130,Sued,person,2904,538,71,2022-09-20 08:02:25
660,130,Nord,person,2943,659,129,2022-09-20 08:02:27
661,131,Sued,bicycle,2916,555,67,2022-09-20 08:02:25
662,131,Nord,bicycle,2946,677,124,2022-09-20 08:02:27
663,141,Sued,bicycle,2924,586,69,2022-09-20 08:02:26
664,152,Sued,person,3513,450,78,2022-09-20 08:02:55
665,152,Nord,person,3306,485,155,2022-09-20 08:02:45
666,180,Sued,person,4133,542,70,2022-09-20 08:03:26
667,180,Nord,person,4182,658,126,2022-09-20 08:03:29
668,182,Sued,bicycle,4147,564,70,2022-09-20 08:03:27
669,182,Nord,bicycle,4185,682,124,2022-09-20 08:03:29
670,187,Sued,unclear,4170,617,65,2022-09-20 08:03:28
671,281,Sued,person,6549,529,70,2022-09-20 08:05:27
672,281,Nord,person,6603,657,128,2022-09-20 08:05:30
673,282,Sued,person,6559,545,74,2022-09-20 08:05:27
674,283,Sued,bicycle,6568,554,70,2022-09-20 08:05:28
675,283,Nord,bicycle,6605,666,125,2022-09-20 08:05:30
676,284,Sued,person,6577,564,64,2022-09-20 08:05:28
