Class;gt;eval;rp;fp;fn
bicycle;9.0;9;6.0;3.0;3
bus;9.0;13;9.0;4.0;0
car;188.0;190;182.0;8.0;6
motorcycle;5.0;5;4.0;1.0;1
person;58.0;47;47.0;0.0;11
truck;5.0;13;5.0;8.0;0
