Class;gt;eval;rp;fp;fn
bicycle;9.0;9.0;4.0;5.0;5.0
bus;9.0;13.0;1.0;12.0;8.0
car;188.0;190.0;128.0;62.0;60.0
motorcycle;5.0;5.0;4.0;1.0;1.0
person;58.0;47.0;16.0;31.0;42.0
truck;5.0;13.0;0.0;13.0;5.0
