Class;gt;eval;rp;fp;fn;S;G;F1;t_int
person;14;84;12;80;10;0,545454545454545;0,130434782608696;0,210526315789474;2023-05-02T00:00:10Z
person;14;81;12;73;6;0,666666666666667;0,141176470588235;0,233009708737864;2023-05-02T00:00:20Z
person;14;74;12;68;8;0,600000000000000;0,150000000000000;0,240000000000000;2023-05-02T00:00:30Z
person;14;70;14;58;2;0,875000000000000;0,194444444444444;0,318181818181818;2023-05-02T00:00:50Z
person;14;67;14;55;2;0,875000000000000;0,202898550724638;0,329411764705882;2023-05-02T00:01:00Z
person;14;67;13;54;1;0,928571428571429;0,194029850746269;0,320987654320988;2023-05-02T00:01:30Z
person;14;67;14;53;0;1,000000000000000;0,208955223880597;0,345679012345679;2023-05-02T00:01:40Z
person;14;67;14;53;0;1,000000000000000;0,208955223880597;0,345679012345679;2023-05-02T00:02:30Z
person;14;67;14;53;0;1,000000000000000;0,208955223880597;0,345679012345679;2023-05-02T00:03:00Z
person;14;67;14;53;0;1,000000000000000;0,208955223880597;0,345679012345679;2023-05-02T00:05:00Z
person;14;67;14;53;0;1,000000000000000;0,208955223880597;0,345679012345679;2023-05-02T00:07:30Z
person;14;67;14;53;0;1,000000000000000;0,208955223880597;0,345679012345679;2023-05-02T00:15:00Z
