Class;gt;eval;rp;fp;fn;S;G;t_int
person;105;110;97;13;8;0,923809523809524;0,881818181818182;2023-04-12T00:00:10Z
person;105;110;99;11;6;0,942857142857143;0,900000000000000;2023-04-12T00:00:20Z
person;105;110;100;10;5;0,952380952380952;0,909090909090909;2023-04-12T00:00:30Z
person;105;110;100;10;5;0,952380952380952;0,909090909090909;2023-04-12T00:00:50Z
person;105;110;101;9;4;0,961904761904762;0,918181818181818;2023-04-12T00:01:00Z
person;105;110;100;10;5;0,952380952380952;0,909090909090909;2023-04-12T00:01:30Z
person;105;110;101;9;4;0,961904761904762;0,918181818181818;2023-04-12T00:01:40Z
person;105;110;100;10;5;0,952380952380952;0,909090909090909;2023-04-12T00:02:30Z
person;105;110;104;6;1;0,990476190476191;0,945454545454545;2023-04-12T00:03:00Z
person;105;110;105;5;0;1,000000000000000;0,954545454545455;2023-04-12T00:05:00Z
person;105;110;102;8;3;0,971428571428571;0,927272727272727;2023-04-12T00:07:30Z
person;105;110;105;5;0;1,000000000000000;0,954545454545455;2023-04-12T00:15:00Z
