,Class,Crossed_Section,Movement,Appearance
8877,bicycle,,,2022-09-20 08:20:37
8880,unclear,,,2022-09-20 08:20:37
8881,bicycle,,,2022-09-20 08:20:37
8884,bicycle,,,2022-09-20 08:20:37
8885,bicycle,,,2022-09-20 08:20:37
8887,bicycle,"['Nord', 'Sued']",,2022-09-20 08:20:40
8888,person,['Nord'],,2022-09-20 08:20:40
8889,motorcycle,,,2022-09-20 08:20:40
8892,unclear,,,2022-09-20 08:20:40
8893,unclear,,,2022-09-20 08:20:40
8894,unclear,,,2022-09-20 08:20:40
8897,unclear,,,2022-09-20 08:20:41
8900,unclear,,,2022-09-20 08:20:42
8904,bicycle,,,2022-09-20 08:20:43
8906,person,,,2022-09-20 08:20:45
8907,bicycle,"['Nord', 'Sued']",,2022-09-20 08:20:47
8908,person,,,2022-09-20 08:20:47
8909,person,['Nord'],,2022-09-20 08:20:47
8910,person,,,2022-09-20 08:20:47
8911,bicycle,,,2022-09-20 08:20:47
8912,bicycle,,,2022-09-20 08:20:47
8913,person,,,2022-09-20 08:20:47
8915,unclear,,,2022-09-20 08:20:47
8916,person,,,2022-09-20 08:20:47
8920,person,,,2022-09-20 08:20:49
8923,person,,,2022-09-20 08:20:50
8925,person,,,2022-09-20 08:20:50
8927,person,,,2022-09-20 08:20:51
8929,person,,,2022-09-20 08:20:51
8930,person,,,2022-09-20 08:20:51
8931,person,,,2022-09-20 08:20:52
8935,person,,,2022-09-20 08:20:54
8936,bicycle,,,2022-09-20 08:20:54
8937,person,,,2022-09-20 08:20:55
8938,bicycle,,,2022-09-20 08:20:56
8939,person,,,2022-09-20 08:20:56
8940,person,,,2022-09-20 08:20:57
8941,person,,,2022-09-20 08:20:57
8942,person,,,2022-09-20 08:20:57
8943,person,,,2022-09-20 08:20:58
8944,person,,,2022-09-20 08:21:00
8945,person,,,2022-09-20 08:21:00
8946,person,,,2022-09-20 08:21:00
8947,person,"['Nord', 'Sued']",,2022-09-20 08:21:00
8948,person,,,2022-09-20 08:21:01
8949,person,,,2022-09-20 08:21:01
8950,person,,,2022-09-20 08:21:01
8951,bicycle,,,2022-09-20 08:21:01
8952,bicycle,"['Nord', 'Sued']",,2022-09-20 08:21:01
8953,bicycle,,,2022-09-20 08:21:02
8954,person,"['Nord', 'Sued']",,2022-09-20 08:21:02
8955,bicycle,,,2022-09-20 08:21:02
8957,person,,,2022-09-20 08:21:02
8958,car,,,2022-09-20 08:21:02
8959,bicycle,['Nord'],,2022-09-20 08:21:03
8961,unclear,,,2022-09-20 08:21:03
8962,person,,,2022-09-20 08:21:03
8964,bicycle,['Nord'],,2022-09-20 08:21:03
8965,bicycle,,,2022-09-20 08:21:03
8968,person,,,2022-09-20 08:21:04
8969,bicycle,,,2022-09-20 08:21:04
8970,car,,,2022-09-20 08:21:04
8971,person,,,2022-09-20 08:21:05
8973,person,,,2022-09-20 08:21:05
8974,bicycle,,,2022-09-20 08:21:05
8975,person,,,2022-09-20 08:21:05
8976,bicycle,,,2022-09-20 08:21:05
8977,person,['Nord'],,2022-09-20 08:21:05
8978,bicycle,,,2022-09-20 08:21:05
8979,bicycle,,,2022-09-20 08:21:06
8981,person,,,2022-09-20 08:21:06
8982,person,,,2022-09-20 08:21:06
8986,bicycle,,,2022-09-20 08:21:07
8987,person,,,2022-09-20 08:21:08
8988,person,,,2022-09-20 08:21:08
8989,bicycle,,,2022-09-20 08:21:10
8991,motorcycle,['Nord'],,2022-09-20 08:21:11
8992,bicycle,['Sued'],,2022-09-20 08:21:12
8994,person,['Sued'],,2022-09-20 08:21:12
8995,motorcycle,['Nord'],,2022-09-20 08:21:12
8997,bus,,,2022-09-20 08:21:13
8998,person,,,2022-09-20 08:21:13
8999,person,,,2022-09-20 08:21:15
9003,person,,,2022-09-20 08:21:16
9004,person,,,2022-09-20 08:21:17
9007,person,,,2022-09-20 08:21:28
9009,bicycle,"['Nord', 'Sued']",,2022-09-20 08:21:29
9010,person,['Nord'],,2022-09-20 08:21:29
9011,bicycle,,,2022-09-20 08:21:30
9012,person,,,2022-09-20 08:21:30
9013,person,,,2022-09-20 08:21:30
9014,car,,,2022-09-20 08:21:31
9015,motorcycle,,,2022-09-20 08:21:31
9016,unclear,,,2022-09-20 08:21:31
9017,car,,,2022-09-20 08:21:32
9018,truck,,,2022-09-20 08:21:32
9021,person,,,2022-09-20 08:21:32
9022,person,['Sued'],,2022-09-20 08:21:32
9023,bus,,,2022-09-20 08:21:33
9025,bicycle,,,2022-09-20 08:21:33
9027,person,,,2022-09-20 08:21:37
9028,person,,,2022-09-20 08:21:38
9029,bicycle,['Nord'],,2022-09-20 08:21:38
9030,person,"['Nord', 'Sued']",,2022-09-20 08:21:38
9031,motorcycle,,,2022-09-20 08:21:38
9032,motorcycle,,,2022-09-20 08:21:38
9035,motorcycle,['Nord'],,2022-09-20 08:21:40
9036,bicycle,,,2022-09-20 08:21:40
9037,person,,,2022-09-20 08:21:40
9038,person,,,2022-09-20 08:21:41
9039,person,,,2022-09-20 08:21:42
9040,person,,,2022-09-20 08:21:42
9041,person,,,2022-09-20 08:21:43
9042,person,,,2022-09-20 08:21:47
9043,car,,,2022-09-20 08:21:54
9044,unclear,,,2022-09-20 08:21:56
9046,bicycle,"['Nord', 'Sued']",,2022-09-20 08:22:00
9047,person,['Nord'],,2022-09-20 08:22:00
9050,car,,,2022-09-20 08:22:02
9052,person,,,2022-09-20 08:22:03
9053,bicycle,"['Nord', 'Sued']",,2022-09-20 08:22:03
9054,person,"['Nord', 'Sued']",,2022-09-20 08:22:03
9055,bicycle,,,2022-09-20 08:22:03
9056,bicycle,"['Nord', 'Sued']",,2022-09-20 08:22:03
9057,bicycle,,,2022-09-20 08:22:04
9058,bicycle,,,2022-09-20 08:22:04
9060,bicycle,,,2022-09-20 08:22:05
9061,bicycle,,,2022-09-20 08:22:05
9062,person,"['Nord', 'Sued']",,2022-09-20 08:22:05
9063,car,,,2022-09-20 08:22:06
9064,unclear,,,2022-09-20 08:22:06
9066,motorcycle,,,2022-09-20 08:22:07
9067,person,,,2022-09-20 08:22:07
9068,person,,,2022-09-20 08:22:08
9069,person,,,2022-09-20 08:22:08
9070,person,"['Nord', 'Sued']",,2022-09-20 08:22:08
9071,bicycle,,,2022-09-20 08:22:08
9073,bicycle,['Nord'],,2022-09-20 08:22:09
9074,person,"['Nord', 'Sued']",,2022-09-20 08:22:09
9075,bicycle,,,2022-09-20 08:22:09
9077,person,['Nord'],,2022-09-20 08:22:09
9078,bicycle,,,2022-09-20 08:22:09
9080,bicycle,['Nord'],,2022-09-20 08:22:09
9083,person,,,2022-09-20 08:22:10
9086,bicycle,,,2022-09-20 08:22:11
9087,person,,,2022-09-20 08:22:11
9088,car,,,2022-09-20 08:22:12
9089,person,,,2022-09-20 08:22:12
9090,bicycle,,,2022-09-20 08:22:12
9094,bicycle,,,2022-09-20 08:22:13
9095,person,,,2022-09-20 08:22:13
9096,bicycle,,,2022-09-20 08:22:13
9097,person,,,2022-09-20 08:22:13
9098,motorcycle,,,2022-09-20 08:22:14
9099,person,,,2022-09-20 08:22:14
9100,person,,,2022-09-20 08:22:14
9101,unclear,,,2022-09-20 08:22:14
9104,unclear,,,2022-09-20 08:22:14
9105,person,,,2022-09-20 08:22:14
9108,bicycle,,,2022-09-20 08:22:14
9109,unclear,['Nord'],,2022-09-20 08:22:14
9110,bicycle,,,2022-09-20 08:22:14
9112,unclear,,,2022-09-20 08:22:14
9113,person,,,2022-09-20 08:22:15
9114,person,,,2022-09-20 08:22:15
9117,bicycle,,,2022-09-20 08:22:15
9118,person,"['Nord', 'Sued']",,2022-09-20 08:22:15
9119,bicycle,['Sued'],,2022-09-20 08:22:15
9121,bicycle,,,2022-09-20 08:22:16
9122,person,,,2022-09-20 08:22:16
9123,bicycle,,,2022-09-20 08:22:16
9125,person,,,2022-09-20 08:22:16
9126,person,,,2022-09-20 08:22:16
9127,bicycle,"['Nord', 'Sued']",,2022-09-20 08:22:16
9128,bicycle,,,2022-09-20 08:22:17
9129,bicycle,,,2022-09-20 08:22:17
9130,person,,,2022-09-20 08:22:17
9131,person,,,2022-09-20 08:22:18
9132,person,,,2022-09-20 08:22:18
9133,person,,,2022-09-20 08:22:18
9135,bicycle,"['Nord', 'Sued']",,2022-09-20 08:22:18
9137,person,['Nord'],,2022-09-20 08:22:18
9146,bicycle,,,2022-09-20 08:22:19
9147,bicycle,,,2022-09-20 08:22:19
9149,bicycle,,,2022-09-20 08:22:20
9150,person,['Sued'],,2022-09-20 08:22:21
9151,person,,,2022-09-20 08:22:21
9152,bicycle,,,2022-09-20 08:22:21
9153,person,,,2022-09-20 08:22:22
9155,person,,,2022-09-20 08:22:23
9157,person,,,2022-09-20 08:22:25
9158,bicycle,['Nord'],,2022-09-20 08:22:25
9159,person,"['Nord', 'Sued']",,2022-09-20 08:22:25
9162,person,,,2022-09-20 08:22:26
9163,unclear,,,2022-09-20 08:22:26
9164,person,,,2022-09-20 08:22:27
9165,car,,,2022-09-20 08:22:27
9166,person,,,2022-09-20 08:22:27
9167,person,,,2022-09-20 08:22:28
9169,bicycle,['Sued'],,2022-09-20 08:22:30
9170,unclear,,,2022-09-20 08:22:31
9171,bicycle,,,2022-09-20 08:22:31
9173,person,['Nord'],,2022-09-20 08:22:32
9174,person,,,2022-09-20 08:22:32
9175,bicycle,,,2022-09-20 08:22:33
9176,bicycle,['Nord'],,2022-09-20 08:22:34
9177,bicycle,,,2022-09-20 08:22:35
9178,bicycle,,,2022-09-20 08:22:36
9180,bicycle,,,2022-09-20 08:22:38
9181,bicycle,,,2022-09-20 08:22:38
9183,bicycle,,,2022-09-20 08:22:39
9185,unclear,,,2022-09-20 08:22:39
9187,unclear,,,2022-09-20 08:22:39
9188,bicycle,,,2022-09-20 08:22:40
9191,person,,,2022-09-20 08:22:41
9192,unclear,,,2022-09-20 08:22:42
9193,motorcycle,,,2022-09-20 08:22:43
9194,person,,,2022-09-20 08:22:43
9196,bicycle,,,2022-09-20 08:22:44
9197,person,['Sued'],,2022-09-20 08:22:44
9198,unclear,,,2022-09-20 08:22:45
9199,bicycle,,,2022-09-20 08:22:45
9201,person,,,2022-09-20 08:22:54
9202,bicycle,['Sued'],,2022-09-20 08:22:55
9203,person,['Nord'],,2022-09-20 08:22:55
9204,bicycle,,,2022-09-20 08:22:57
9205,bicycle,,,2022-09-20 08:22:57
9206,unclear,,,2022-09-20 08:22:59
9207,person,,,2022-09-20 08:23:00
9208,car,,,2022-09-20 08:23:02
9210,person,,,2022-09-20 08:23:03
9211,person,,,2022-09-20 08:23:04
9212,person,,,2022-09-20 08:23:05
9213,person,['Nord'],,2022-09-20 08:23:05
9214,bicycle,,,2022-09-20 08:23:06
9215,bicycle,,,2022-09-20 08:23:11
9218,bicycle,"['Nord', 'Sued']",,2022-09-20 08:23:19
9219,person,,,2022-09-20 08:23:19
9220,person,['Nord'],,2022-09-20 08:23:20
9226,unclear,,,2022-09-20 08:23:20
9234,person,,,2022-09-20 08:23:23
9236,person,"['Nord', 'Sued']",,2022-09-20 08:23:26
9237,bicycle,"['Nord', 'Sued']",,2022-09-20 08:23:26
9240,bicycle,,,2022-09-20 08:23:29
9244,bicycle,,,2022-09-20 08:23:31
9245,bicycle,,,2022-09-20 08:23:31
9246,person,,,2022-09-20 08:23:31
9252,unclear,,,2022-09-20 08:23:32
9255,unclear,,,2022-09-20 08:23:32
9256,unclear,,,2022-09-20 08:23:32
9257,person,,,2022-09-20 08:23:32
9258,unclear,,,2022-09-20 08:23:32
9259,unclear,,,2022-09-20 08:23:33
9260,unclear,,,2022-09-20 08:23:33
9261,person,"['Nord', 'Sued']",,2022-09-20 08:23:33
