,Class,Crossed_Section,Movement,Appearance
215,unclear,,,2022-09-20 08:04:03
216,person,,,2022-09-20 08:04:03
217,unclear,,,2022-09-20 08:04:03
218,unclear,,,2022-09-20 08:04:04
219,unclear,,,2022-09-20 08:04:04
221,bicycle,,,2022-09-20 08:04:04
222,unclear,,,2022-09-20 08:04:05
226,unclear,,,2022-09-20 08:04:06
227,bicycle,,,2022-09-20 08:04:06
228,bicycle,,,2022-09-20 08:04:06
230,unclear,,,2022-09-20 08:04:07
234,unclear,,,2022-09-20 08:04:07
236,person,,,2022-09-20 08:04:07
237,unclear,,,2022-09-20 08:04:07
238,person,,,2022-09-20 08:04:10
239,bicycle,,,2022-09-20 08:04:20
240,person,,,2022-09-20 08:04:20
243,bicycle,,,2022-09-20 08:04:20
244,unclear,,,2022-09-20 08:04:21
245,bicycle,,,2022-09-20 08:04:21
246,person,,,2022-09-20 08:04:22
248,bicycle,,,2022-09-20 08:04:23
250,person,,,2022-09-20 08:04:27
251,motorcycle,,,2022-09-20 08:04:27
253,car,,,2022-09-20 08:04:32
254,person,,,2022-09-20 08:04:34
257,person,,,2022-09-20 08:05:02
258,person,,,2022-09-20 08:05:03
260,person,,,2022-09-20 08:05:06
261,bicycle,,,2022-09-20 08:05:06
262,person,,,2022-09-20 08:05:08
265,person,,,2022-09-20 08:05:11
266,person,,,2022-09-20 08:05:12
267,person,,,2022-09-20 08:05:12
268,person,,,2022-09-20 08:05:12
269,bicycle,,,2022-09-20 08:05:13
270,bicycle,,,2022-09-20 08:05:13
271,person,,,2022-09-20 08:05:14
272,car,,,2022-09-20 08:05:14
273,person,,,2022-09-20 08:05:15
274,person,,,2022-09-20 08:05:16
275,unclear,,,2022-09-20 08:05:17
276,person,,,2022-09-20 08:05:17
277,person,,,2022-09-20 08:05:18
278,person,,,2022-09-20 08:05:19
279,person,,,2022-09-20 08:05:19
280,person,,,2022-09-20 08:05:21
281,person,"['Sued', 'Nord']",,2022-09-20 08:05:25
282,person,['Sued'],,2022-09-20 08:05:27
283,bicycle,"['Sued', 'Nord']",,2022-09-20 08:05:28
284,person,['Sued'],,2022-09-20 08:05:28
287,person,,,2022-09-20 08:05:33
288,bicycle,,,2022-09-20 08:05:34
289,person,,,2022-09-20 08:05:35
290,bicycle,,,2022-09-20 08:05:35
291,person,,,2022-09-20 08:05:38
292,person,,,2022-09-20 08:05:38
293,person,,,2022-09-20 08:05:39
294,unclear,,,2022-09-20 08:05:39
296,bicycle,,,2022-09-20 08:05:40
298,person,['Nord'],,2022-09-20 08:05:42
299,bicycle,,,2022-09-20 08:05:42
300,person,,,2022-09-20 08:05:42
302,car,,,2022-09-20 08:05:44
304,person,,,2022-09-20 08:05:47
306,unclear,,,2022-09-20 08:05:51
307,person,,,2022-09-20 08:05:54
308,motorcycle,,,2022-09-20 08:05:54
309,car,,,2022-09-20 08:05:54
310,person,,,2022-09-20 08:06:01
311,person,,,2022-09-20 08:06:02
312,person,,,2022-09-20 08:06:04
313,person,,,2022-09-20 08:06:05
314,person,,,2022-09-20 08:06:06
315,car,,,2022-09-20 08:06:08
316,person,,,2022-09-20 08:06:08
317,person,,,2022-09-20 08:06:13
318,bus,,,2022-09-20 08:06:19
319,bus,,,2022-09-20 08:06:21
320,car,,,2022-09-20 08:06:23
321,car,,,2022-09-20 08:06:23
322,car,,,2022-09-20 08:06:23
323,person,,,2022-09-20 08:06:25
324,bicycle,,,2022-09-20 08:06:26
325,unclear,,,2022-09-20 08:06:27
326,car,,,2022-09-20 08:06:28
328,car,['Sued'],,2022-09-20 08:06:29
329,car,,,2022-09-20 08:06:29
330,car,['Sued'],,2022-09-20 08:06:30
332,bicycle,,,2022-09-20 08:06:31
333,truck,['Nord'],,2022-09-20 08:06:31
334,person,,,2022-09-20 08:06:31
335,unclear,,,2022-09-20 08:06:32
336,person,,,2022-09-20 08:06:32
337,unclear,,,2022-09-20 08:06:32
338,person,,,2022-09-20 08:06:32
342,unclear,,,2022-09-20 08:06:34
343,person,,,2022-09-20 08:06:34
345,person,,,2022-09-20 08:06:34
347,person,,,2022-09-20 08:06:35
349,person,,,2022-09-20 08:06:35
350,person,,,2022-09-20 08:06:36
351,car,,,2022-09-20 08:06:39
352,person,,,2022-09-20 08:06:41
353,bicycle,,,2022-09-20 08:06:42
354,person,,,2022-09-20 08:06:44
355,car,,,2022-09-20 08:06:45
356,person,,,2022-09-20 08:06:47
357,person,,,2022-09-20 08:06:50
358,person,,,2022-09-20 08:06:51
359,person,,,2022-09-20 08:06:51
361,person,,,2022-09-20 08:06:52
362,person,,,2022-09-20 08:06:54
363,unclear,,,2022-09-20 08:06:58
364,person,,,2022-09-20 08:07:02
365,bicycle,,,2022-09-20 08:07:02
366,bicycle,,,2022-09-20 08:07:02
368,person,,,2022-09-20 08:07:03
369,person,,,2022-09-20 08:07:03
370,person,,,2022-09-20 08:07:05
371,person,,,2022-09-20 08:07:06
373,person,,,2022-09-20 08:07:07
374,person,,,2022-09-20 08:07:07
375,person,,,2022-09-20 08:07:08
376,car,,,2022-09-20 08:07:08
377,person,,,2022-09-20 08:07:10
378,person,,,2022-09-20 08:07:10
379,person,,,2022-09-20 08:07:11
380,person,,,2022-09-20 08:07:12
382,person,,,2022-09-20 08:07:14
384,person,,,2022-09-20 08:07:16
386,bus,,,2022-09-20 08:07:16
387,bus,,,2022-09-20 08:07:17
388,person,,,2022-09-20 08:07:19
389,unclear,,,2022-09-20 08:07:20
390,person,,,2022-09-20 08:07:21
391,car,,,2022-09-20 08:07:22
392,person,,,2022-09-20 08:07:22
393,car,,,2022-09-20 08:07:23
394,person,"['Sued', 'Nord']",,2022-09-20 08:07:23
395,bicycle,,,2022-09-20 08:07:24
396,person,,,2022-09-20 08:07:24
397,bicycle,,,2022-09-20 08:07:25
398,bicycle,['Nord'],,2022-09-20 08:07:26
399,person,,,2022-09-20 08:07:26
400,person,,,2022-09-20 08:07:28
403,car,,,2022-09-20 08:07:29
404,person,,,2022-09-20 08:07:30
405,person,,,2022-09-20 08:07:35
406,car,,,2022-09-20 08:07:35
408,car,,,2022-09-20 08:07:42
409,car,,,2022-09-20 08:07:51
410,person,,,2022-09-20 08:07:51
411,unclear,,,2022-09-20 08:07:52
412,motorcycle,['Nord'],,2022-09-20 08:07:55
413,person,"['Sued', 'Nord']",,2022-09-20 08:07:56
414,motorcycle,,,2022-09-20 08:07:56
415,unclear,,,2022-09-20 08:07:56
416,motorcycle,,,2022-09-20 08:07:56
417,bicycle,,,2022-09-20 08:07:56
420,motorcycle,,,2022-09-20 08:07:57
421,unclear,,,2022-09-20 08:07:57
423,unclear,,,2022-09-20 08:07:57
424,motorcycle,['Nord'],,2022-09-20 08:07:58
427,bicycle,,,2022-09-20 08:07:59
430,person,,,2022-09-20 08:08:08
431,person,"['Sued', 'Nord']",,2022-09-20 08:08:11
432,person,,,2022-09-20 08:08:12
433,person,,,2022-09-20 08:08:13
434,person,,,2022-09-20 08:08:14
436,person,,,2022-09-20 08:08:17
437,person,,,2022-09-20 08:08:18
438,car,,,2022-09-20 08:08:19
439,person,,,2022-09-20 08:08:20
440,bicycle,,,2022-09-20 08:08:20
441,person,,,2022-09-20 08:08:26
442,car,,,2022-09-20 08:08:26
443,person,,,2022-09-20 08:08:27
444,unclear,,,2022-09-20 08:08:30
448,car,,,2022-09-20 08:08:34
449,car,,,2022-09-20 08:08:51
452,person,,,2022-09-20 08:08:58
453,person,,,2022-09-20 08:09:01
454,car,,,2022-09-20 08:09:02
455,person,,,2022-09-20 08:09:07
456,person,,,2022-09-20 08:09:08
457,bicycle,,,2022-09-20 08:09:09
458,person,,,2022-09-20 08:09:09
459,person,,,2022-09-20 08:09:09
460,bicycle,,,2022-09-20 08:09:10
461,person,,,2022-09-20 08:09:10
462,person,,,2022-09-20 08:09:10
464,person,,,2022-09-20 08:09:11
465,person,,,2022-09-20 08:09:11
466,person,,,2022-09-20 08:09:11
467,person,,,2022-09-20 08:09:11
468,person,,,2022-09-20 08:09:11
469,person,,,2022-09-20 08:09:11
470,person,,,2022-09-20 08:09:12
471,person,,,2022-09-20 08:09:12
475,person,,,2022-09-20 08:09:13
476,person,,,2022-09-20 08:09:13
477,person,,,2022-09-20 08:09:13
479,person,,,2022-09-20 08:09:15
480,person,,,2022-09-20 08:09:15
481,person,,,2022-09-20 08:09:16
482,person,,,2022-09-20 08:09:17
483,person,,,2022-09-20 08:09:17
484,person,,,2022-09-20 08:09:18
485,person,,,2022-09-20 08:09:18
488,person,,,2022-09-20 08:09:30
489,bicycle,,,2022-09-20 08:09:30
494,unclear,,,2022-09-20 08:09:31
495,unclear,,,2022-09-20 08:09:31
498,person,"['Sued', 'Nord']",,2022-09-20 08:09:34
499,bicycle,,,2022-09-20 08:09:35
500,bicycle,['Sued'],,2022-09-20 08:09:36
501,bicycle,['Nord'],,2022-09-20 08:09:37
502,person,,,2022-09-20 08:09:38
503,bicycle,,,2022-09-20 08:09:38
504,bicycle,,,2022-09-20 08:09:39
507,car,,,2022-09-20 08:09:44
508,person,,,2022-09-20 08:09:47
510,bicycle,,,2022-09-20 08:09:52
511,unclear,,,2022-09-20 08:09:52
513,unclear,,,2022-09-20 08:09:52
515,person,['Nord'],,2022-09-20 08:09:52
517,person,,,2022-09-20 08:09:54
518,unclear,,,2022-09-20 08:09:55
520,person,"['Sued', 'Nord']",,2022-09-20 08:09:57
521,bicycle,,,2022-09-20 08:09:58
523,bicycle,"['Sued', 'Nord']",,2022-09-20 08:09:59
525,bicycle,,,2022-09-20 08:10:00
526,bicycle,,,2022-09-20 08:10:01
528,person,,,2022-09-20 08:10:02
529,bus,,,2022-09-20 08:10:03
530,bus,,,2022-09-20 08:10:04
532,car,,,2022-09-20 08:10:09
533,person,,,2022-09-20 08:10:25
535,bicycle,"['Sued', 'Nord']",,2022-09-20 08:10:29
536,bicycle,,,2022-09-20 08:10:30
537,person,,,2022-09-20 08:10:30
538,bicycle,['Sued'],,2022-09-20 08:10:30
539,person,,,2022-09-20 08:10:31
541,person,['Nord'],,2022-09-20 08:10:32
542,person,,,2022-09-20 08:10:32
545,person,,,2022-09-20 08:10:33
548,person,"['Sued', 'Nord']",,2022-09-20 08:10:35
549,person,,,2022-09-20 08:10:35
550,person,,,2022-09-20 08:10:35
551,bicycle,,,2022-09-20 08:10:36
552,bicycle,"['Sued', 'Nord']",,2022-09-20 08:10:37
553,person,['Sued'],,2022-09-20 08:10:37
554,person,,,2022-09-20 08:10:38
555,bicycle,,,2022-09-20 08:10:38
558,person,,,2022-09-20 08:10:42
559,person,,,2022-09-20 08:10:43
560,person,,,2022-09-20 08:10:45
561,bicycle,,,2022-09-20 08:10:45
562,unclear,,,2022-09-20 08:10:45
563,person,"['Sued', 'Nord']",,2022-09-20 08:10:48
564,person,,,2022-09-20 08:10:49
566,bicycle,['Nord'],,2022-09-20 08:10:51
567,bicycle,,,2022-09-20 08:10:51
568,bicycle,['Sued'],,2022-09-20 08:10:51
569,person,"['Sued', 'Nord']",,2022-09-20 08:10:52
570,person,,,2022-09-20 08:10:52
571,bus,,,2022-09-20 08:10:52
572,person,,,2022-09-20 08:10:52
573,bicycle,"['Sued', 'Nord']",,2022-09-20 08:10:52
578,bus,,,2022-09-20 08:10:55
579,bicycle,['Nord'],,2022-09-20 08:10:55
580,unclear,,,2022-09-20 08:10:56
581,person,,,2022-09-20 08:10:59
582,person,,,2022-09-20 08:10:59
583,bicycle,['Nord'],,2022-09-20 08:11:04
584,person,"['Sued', 'Nord']",,2022-09-20 08:11:04
585,unclear,['Nord'],,2022-09-20 08:11:04
586,unclear,,,2022-09-20 08:11:05
588,person,,,2022-09-20 08:11:06
590,unclear,,,2022-09-20 08:11:06
591,bicycle,,,2022-09-20 08:11:06
593,person,,,2022-09-20 08:11:10
594,bus,,,2022-09-20 08:11:14
595,bus,,,2022-09-20 08:11:15
597,person,,,2022-09-20 08:11:17
598,person,"['Sued', 'Nord']",,2022-09-20 08:11:33
599,person,"['Sued', 'Nord']",,2022-09-20 08:11:36
601,bicycle,"['Sued', 'Nord']",,2022-09-20 08:11:36
602,bicycle,"['Sued', 'Nord']",,2022-09-20 08:11:37
603,bicycle,,,2022-09-20 08:11:37
604,bicycle,,,2022-09-20 08:11:38
605,person,,,2022-09-20 08:11:38
606,bicycle,,,2022-09-20 08:11:39
608,bicycle,,,2022-09-20 08:11:39
610,unclear,,,2022-09-20 08:11:41
613,person,,,2022-09-20 08:11:44
614,person,,,2022-09-20 08:11:45
615,person,['Nord'],,2022-09-20 08:11:50
618,unclear,,,2022-09-20 08:11:50
620,unclear,,,2022-09-20 08:11:52
621,unclear,['Nord'],,2022-09-20 08:11:54
622,unclear,,,2022-09-20 08:11:55
623,unclear,,,2022-09-20 08:11:57
624,car,,,2022-09-20 08:11:58
625,person,,,2022-09-20 08:12:01
626,person,,,2022-09-20 08:12:06
629,bicycle,,,2022-09-20 08:12:10
630,person,,,2022-09-20 08:12:10
631,person,"['Sued', 'Nord']",,2022-09-20 08:12:10
632,person,,,2022-09-20 08:12:10
633,person,,,2022-09-20 08:12:11
636,person,,,2022-09-20 08:12:11
638,person,,,2022-09-20 08:12:12
639,person,,,2022-09-20 08:12:12
641,person,,,2022-09-20 08:12:14
642,person,,,2022-09-20 08:12:15
643,person,,,2022-09-20 08:12:15
644,bicycle,,,2022-09-20 08:12:15
645,person,,,2022-09-20 08:12:16
648,bicycle,,,2022-09-20 08:12:16
649,person,,,2022-09-20 08:12:16
650,bicycle,,,2022-09-20 08:12:18
651,bicycle,,,2022-09-20 08:12:19
652,person,"['Sued', 'Nord']",,2022-09-20 08:12:19
653,unclear,,,2022-09-20 08:12:19
654,motorcycle,,,2022-09-20 08:12:20
656,bicycle,['Nord'],,2022-09-20 08:12:20
657,unclear,,,2022-09-20 08:12:20
660,unclear,,,2022-09-20 08:12:21
661,bicycle,,,2022-09-20 08:12:21
662,unclear,,,2022-09-20 08:12:21
664,person,,,2022-09-20 08:12:22
665,person,,,2022-09-20 08:12:23
666,bicycle,,,2022-09-20 08:12:27
667,person,,,2022-09-20 08:12:27
669,unclear,,,2022-09-20 08:12:28
670,unclear,,,2022-09-20 08:12:28
671,unclear,,,2022-09-20 08:12:29
672,person,,,2022-09-20 08:12:29
674,person,,,2022-09-20 08:12:30
675,unclear,,,2022-09-20 08:12:30
676,unclear,,,2022-09-20 08:12:30
677,person,,,2022-09-20 08:12:30
678,unclear,,,2022-09-20 08:12:30
681,person,,,2022-09-20 08:12:30
683,person,,,2022-09-20 08:12:31
684,unclear,,,2022-09-20 08:12:31
687,unclear,['Nord'],,2022-09-20 08:12:31
688,person,,,2022-09-20 08:12:31
689,unclear,,,2022-09-20 08:12:32
690,car,,,2022-09-20 08:12:34
691,person,,,2022-09-20 08:12:36
692,bicycle,,,2022-09-20 08:12:36
693,person,,,2022-09-20 08:12:36
694,person,"['Sued', 'Nord']",,2022-09-20 08:12:40
695,person,,,2022-09-20 08:12:40
696,bicycle,,,2022-09-20 08:12:41
697,bicycle,,,2022-09-20 08:12:42
699,bicycle,"['Sued', 'Nord']",,2022-09-20 08:12:42
703,person,,,2022-09-20 08:12:44
707,person,,,2022-09-20 08:12:48
709,person,,,2022-09-20 08:12:51
710,bicycle,,,2022-09-20 08:12:52
711,person,,,2022-09-20 08:12:53
712,person,,,2022-09-20 08:12:59
713,bicycle,,,2022-09-20 08:12:59
714,person,,,2022-09-20 08:12:59
715,person,"['Sued', 'Nord']",,2022-09-20 08:13:00
716,person,,,2022-09-20 08:13:01
717,person,,,2022-09-20 08:13:01
718,person,,,2022-09-20 08:13:01
721,bicycle,"['Sued', 'Nord']",,2022-09-20 08:13:02
723,unclear,,,2022-09-20 08:13:05
725,person,,,2022-09-20 08:13:05
727,unclear,,,2022-09-20 08:13:06
728,person,,,2022-09-20 08:13:07
729,motorcycle,,,2022-09-20 08:13:08
731,person,,,2022-09-20 08:13:10
732,person,"['Sued', 'Nord']",,2022-09-20 08:13:11
733,person,,,2022-09-20 08:13:12
734,bicycle,,,2022-09-20 08:13:13
736,bicycle,,,2022-09-20 08:13:14
737,bicycle,"['Sued', 'Nord']",,2022-09-20 08:13:14
738,person,,,2022-09-20 08:13:14
741,bicycle,,,2022-09-20 08:13:16
742,bicycle,,,2022-09-20 08:13:16
744,person,"['Sued', 'Nord']",,2022-09-20 08:13:20
746,person,,,2022-09-20 08:13:21
747,bicycle,['Sued'],,2022-09-20 08:13:21
749,bicycle,['Nord'],,2022-09-20 08:13:22
755,person,,,2022-09-20 08:13:24
756,person,,,2022-09-20 08:13:45
757,person,,,2022-09-20 08:13:47
759,person,"['Sued', 'Nord']",,2022-09-20 08:13:49
760,person,,,2022-09-20 08:13:49
761,car,,,2022-09-20 08:13:52
762,person,,,2022-09-20 08:13:52
763,person,,,2022-09-20 08:13:53
764,person,"['Sued', 'Nord']",,2022-09-20 08:13:53
765,bicycle,['Nord'],,2022-09-20 08:13:54
766,person,,,2022-09-20 08:13:54
767,bicycle,,,2022-09-20 08:13:55
768,person,,,2022-09-20 08:13:56
770,person,"['Sued', 'Nord']",,2022-09-20 08:13:57
771,person,,,2022-09-20 08:13:58
772,bicycle,,,2022-09-20 08:13:58
773,unclear,,,2022-09-20 08:13:58
775,person,,,2022-09-20 08:13:59
776,unclear,,,2022-09-20 08:13:59
777,bicycle,"['Sued', 'Nord']",,2022-09-20 08:13:59
779,bicycle,,,2022-09-20 08:14:00
780,unclear,,,2022-09-20 08:14:01
781,person,,,2022-09-20 08:14:02
784,unclear,,,2022-09-20 08:14:04
785,person,,,2022-09-20 08:14:05
786,unclear,,,2022-09-20 08:14:06
787,person,,,2022-09-20 08:14:06
789,bicycle,,,2022-09-20 08:14:07
790,unclear,,,2022-09-20 08:14:07
791,car,,,2022-09-20 08:14:07
792,bicycle,,,2022-09-20 08:14:07
794,person,,,2022-09-20 08:14:07
795,unclear,,,2022-09-20 08:14:08
796,unclear,,,2022-09-20 08:14:08
797,person,,,2022-09-20 08:14:08
799,unclear,,,2022-09-20 08:14:09
800,unclear,,,2022-09-20 08:14:10
801,person,,,2022-09-20 08:14:11
803,bicycle,,,2022-09-20 08:14:11
804,unclear,,,2022-09-20 08:14:11
805,unclear,,,2022-09-20 08:14:11
806,unclear,,,2022-09-20 08:14:12
807,unclear,,,2022-09-20 08:14:12
809,person,,,2022-09-20 08:14:12
811,person,,,2022-09-20 08:14:12
812,bicycle,,,2022-09-20 08:14:12
814,person,,,2022-09-20 08:14:13
819,person,"['Sued', 'Nord']",,2022-09-20 08:14:17
820,bicycle,['Nord'],,2022-09-20 08:14:17
821,unclear,,,2022-09-20 08:14:18
822,unclear,,,2022-09-20 08:14:18
823,unclear,,,2022-09-20 08:14:18
824,unclear,,,2022-09-20 08:14:18
825,person,,,2022-09-20 08:14:18
827,person,,,2022-09-20 08:14:19
828,person,,,2022-09-20 08:14:19
829,person,,,2022-09-20 08:14:19
830,person,,,2022-09-20 08:14:19
831,bicycle,,,2022-09-20 08:14:21
832,bicycle,,,2022-09-20 08:14:21
833,person,,,2022-09-20 08:14:21
834,person,,,2022-09-20 08:14:21
835,person,,,2022-09-20 08:14:21
836,unclear,,,2022-09-20 08:14:21
839,bicycle,,,2022-09-20 08:14:22
841,bicycle,,,2022-09-20 08:14:22
843,person,,,2022-09-20 08:14:23
844,person,,,2022-09-20 08:14:26
845,person,,,2022-09-20 08:14:29
846,person,,,2022-09-20 08:14:29
847,bicycle,['Nord'],,2022-09-20 08:14:29
848,person,,,2022-09-20 08:14:30
850,person,['Nord'],,2022-09-20 08:14:30
852,unclear,,,2022-09-20 08:14:30
853,person,,,2022-09-20 08:14:30
858,car,,,2022-09-20 08:14:35
859,person,,,2022-09-20 08:14:35
860,person,,,2022-09-20 08:14:36
