,Class,Crossed_Section,Movement,Appearance
164,person,,,2022-10-17 13:15:28
166,person,,,2022-10-17 13:15:28
167,person,,,2022-10-17 13:15:28
168,unclear,,,2022-10-17 13:15:28
169,person,"['FG1', 'Querschnitt_Straße']",,2022-10-17 13:15:29
170,car,,,2022-10-17 13:15:29
171,person,,,2022-10-17 13:15:29
172,person,,,2022-10-17 13:15:29
173,unclear,,,2022-10-17 13:15:29
174,person,,,2022-10-17 13:15:30
175,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 13:15:30
176,person,,,2022-10-17 13:15:30
177,person,,,2022-10-17 13:15:31
178,person,,,2022-10-17 13:15:31
179,person,,,2022-10-17 13:15:33
180,person,['FG1'],,2022-10-17 13:15:33
182,car,,,2022-10-17 13:15:34
183,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 13:15:34
185,unclear,,,2022-10-17 13:15:34
186,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 13:15:35
187,person,['FG1'],,2022-10-17 13:15:35
188,person,['FG2'],,2022-10-17 13:15:35
189,person,['Querschnitt_Straße'],,2022-10-17 13:15:35
191,car,,,2022-10-17 13:15:36
192,bus,,,2022-10-17 13:15:36
193,person,,,2022-10-17 13:15:36
194,bicycle,,,2022-10-17 13:15:36
196,person,,,2022-10-17 13:15:37
197,car,,,2022-10-17 13:15:37
198,person,['FG2'],,2022-10-17 13:15:37
199,person,,,2022-10-17 13:15:37
200,person,['FG2'],,2022-10-17 13:15:37
201,person,['FG2'],,2022-10-17 13:15:38
202,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 13:15:38
204,person,,,2022-10-17 13:15:38
205,person,,,2022-10-17 13:15:38
206,person,,,2022-10-17 13:15:38
207,person,"['FG1', 'FG2']",,2022-10-17 13:15:38
208,person,['FG2'],,2022-10-17 13:15:38
210,person,,,2022-10-17 13:15:38
211,person,['FG2'],,2022-10-17 13:15:39
213,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 13:15:39
216,person,"['FG1', 'FG2']",,2022-10-17 13:15:39
217,unclear,,,2022-10-17 13:15:39
218,bicycle,,,2022-10-17 13:15:40
220,person,,,2022-10-17 13:15:40
221,person,['FG2'],,2022-10-17 13:15:40
222,person,,,2022-10-17 13:15:40
223,unclear,,,2022-10-17 13:15:40
225,person,,,2022-10-17 13:15:41
226,car,,,2022-10-17 13:15:41
227,person,['FG2'],,2022-10-17 13:15:41
229,person,,,2022-10-17 13:15:41
231,person,,,2022-10-17 13:15:41
232,person,,,2022-10-17 13:15:41
234,motorcycle,,,2022-10-17 13:15:42
235,unclear,,,2022-10-17 13:15:42
236,unclear,,,2022-10-17 13:15:42
240,person,,,2022-10-17 13:15:43
241,person,,,2022-10-17 13:15:43
243,person,,,2022-10-17 13:15:43
244,person,,,2022-10-17 13:15:43
245,unclear,,,2022-10-17 13:15:43
246,car,,,2022-10-17 13:15:43
247,person,,,2022-10-17 13:15:44
248,person,,,2022-10-17 13:15:44
249,person,,,2022-10-17 13:15:44
250,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 13:15:44
251,person,,,2022-10-17 13:15:44
252,unclear,,,2022-10-17 13:15:44
254,car,,,2022-10-17 13:15:44
255,person,,,2022-10-17 13:15:45
256,person,['FG1'],,2022-10-17 13:15:45
257,car,,,2022-10-17 13:15:45
258,car,,,2022-10-17 13:15:45
259,car,,,2022-10-17 13:15:45
261,person,,,2022-10-17 13:15:45
262,person,,,2022-10-17 13:15:45
263,unclear,,,2022-10-17 13:15:45
264,person,,,2022-10-17 13:15:46
269,person,,,2022-10-17 13:15:46
270,car,,,2022-10-17 13:15:46
271,car,,,2022-10-17 13:15:46
272,person,,,2022-10-17 13:15:46
273,car,,,2022-10-17 13:15:47
276,person,,,2022-10-17 13:15:47
278,person,['FG2'],,2022-10-17 13:15:47
279,truck,,,2022-10-17 13:15:47
280,person,,,2022-10-17 13:15:47
281,unclear,,,2022-10-17 13:15:47
282,car,,,2022-10-17 13:15:47
284,person,,,2022-10-17 13:15:47
285,car,,,2022-10-17 13:15:47
286,car,,,2022-10-17 13:15:48
288,person,['FG1'],,2022-10-17 13:15:48
289,person,,,2022-10-17 13:15:48
290,person,,,2022-10-17 13:15:48
291,person,['FG1'],,2022-10-17 13:15:48
292,person,"['FG1', 'FG2']",,2022-10-17 13:15:49
294,person,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 13:15:49
295,car,,,2022-10-17 13:15:49
296,unclear,,,2022-10-17 13:15:50
297,bicycle,,,2022-10-17 13:15:50
298,person,['FG1'],,2022-10-17 13:15:50
299,bicycle,['Haltelinie'],,2022-10-17 13:15:50
301,unclear,,,2022-10-17 13:15:50
302,car,,,2022-10-17 13:15:51
304,bicycle,['Haltelinie'],,2022-10-17 13:15:51
305,unclear,,,2022-10-17 13:15:51
306,person,,,2022-10-17 13:15:51
307,car,,,2022-10-17 13:15:51
309,motorcycle,,,2022-10-17 13:15:52
311,person,,,2022-10-17 13:15:52
312,bicycle,,,2022-10-17 13:15:52
313,unclear,,,2022-10-17 13:15:52
314,person,,,2022-10-17 13:15:52
317,person,,,2022-10-17 13:15:53
318,person,"['FG1', 'Querschnitt_Straße']",,2022-10-17 13:15:53
319,unclear,,,2022-10-17 13:15:53
320,person,,,2022-10-17 13:15:53
321,person,,,2022-10-17 13:15:53
323,person,,,2022-10-17 13:15:54
324,person,,,2022-10-17 13:15:54
326,car,,,2022-10-17 13:15:54
327,person,,,2022-10-17 13:15:55
328,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 13:15:55
329,motorcycle,"['Haltelinie', 'FG2']",,2022-10-17 13:15:55
332,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 13:15:56
333,person,,,2022-10-17 13:15:57
334,car,,,2022-10-17 13:15:57
335,car,,,2022-10-17 13:15:57
336,motorcycle,,,2022-10-17 13:15:57
337,unclear,,,2022-10-17 13:15:57
338,person,,,2022-10-17 13:15:57
339,person,"['Haltelinie', 'FG2']",,2022-10-17 13:15:57
340,car,,,2022-10-17 13:15:57
341,bicycle,,,2022-10-17 13:15:57
342,person,['FG1'],,2022-10-17 13:15:57
343,motorcycle,,,2022-10-17 13:15:57
344,person,,,2022-10-17 13:15:57
345,bicycle,,,2022-10-17 13:15:58
346,bicycle,,,2022-10-17 13:15:58
350,car,,,2022-10-17 13:15:59
351,motorcycle,,,2022-10-17 13:15:59
352,car,,,2022-10-17 13:15:59
353,person,,,2022-10-17 13:15:59
354,car,,,2022-10-17 13:15:59
355,person,,,2022-10-17 13:15:59
358,person,,,2022-10-17 13:16:00
360,bicycle,,,2022-10-17 13:16:01
361,car,,,2022-10-17 13:16:01
362,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 13:16:01
365,car,['Haltelinie'],,2022-10-17 13:16:02
366,car,,,2022-10-17 13:16:02
367,car,,,2022-10-17 13:16:02
369,person,,,2022-10-17 13:16:02
370,bicycle,,,2022-10-17 13:16:02
371,bicycle,['Haltelinie'],,2022-10-17 13:16:02
377,bicycle,,,2022-10-17 13:16:03
379,motorcycle,,,2022-10-17 13:16:03
380,motorcycle,,,2022-10-17 13:16:03
382,motorcycle,,,2022-10-17 13:16:03
383,person,,,2022-10-17 13:16:03
384,truck,,,2022-10-17 13:16:03
386,person,"['Haltelinie', 'FG2']",,2022-10-17 13:16:03
390,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 13:16:03
391,car,,,2022-10-17 13:16:03
392,unclear,,,2022-10-17 13:16:03
393,person,,,2022-10-17 13:16:04
394,motorcycle,,,2022-10-17 13:16:04
395,car,,,2022-10-17 13:16:04
396,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 13:16:04
397,car,,,2022-10-17 13:16:04
399,motorcycle,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 13:16:04
400,truck,['Haltelinie'],,2022-10-17 13:16:05
402,bus,,,2022-10-17 13:16:05
404,motorcycle,,,2022-10-17 13:16:06
405,car,,,2022-10-17 13:16:07
406,motorcycle,,,2022-10-17 13:16:07
407,bicycle,,,2022-10-17 13:16:07
409,car,,,2022-10-17 13:16:07
412,person,,,2022-10-17 13:16:08
417,person,,,2022-10-17 13:16:08
418,person,,,2022-10-17 13:16:08
425,person,,,2022-10-17 13:16:08
426,motorcycle,['Querschnitt_Straße'],,2022-10-17 13:16:08
427,person,,,2022-10-17 13:16:09
428,car,,,2022-10-17 13:16:09
430,person,,,2022-10-17 13:16:09
432,car,,,2022-10-17 13:16:09
434,car,,,2022-10-17 13:16:11
435,unclear,,,2022-10-17 13:16:12
437,person,,,2022-10-17 13:16:12
438,person,,,2022-10-17 13:16:12
441,unclear,,,2022-10-17 13:16:13
442,person,,,2022-10-17 13:16:14
445,truck,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 13:16:15
447,person,,,2022-10-17 13:16:15
448,person,['FG2'],,2022-10-17 13:16:16
449,person,['FG2'],,2022-10-17 13:16:16
450,person,,,2022-10-17 13:16:16
452,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 13:16:17
454,car,,,2022-10-17 13:16:19
455,person,,,2022-10-17 13:16:19
456,truck,['Haltelinie'],,2022-10-17 13:16:19
457,person,"['FG1', 'Querschnitt_Straße']",,2022-10-17 13:16:19
458,car,,,2022-10-17 13:16:19
459,car,,,2022-10-17 13:16:19
460,car,,,2022-10-17 13:16:20
462,car,,,2022-10-17 13:16:20
463,bicycle,,,2022-10-17 13:16:21
464,bicycle,,,2022-10-17 13:16:21
465,motorcycle,,,2022-10-17 13:16:21
466,bicycle,,,2022-10-17 13:16:21
467,car,,,2022-10-17 13:16:21
468,person,,,2022-10-17 13:16:21
471,person,"['FG1', 'FG2']",,2022-10-17 13:16:22
472,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 13:16:22
473,person,,,2022-10-17 13:16:22
474,bicycle,,,2022-10-17 13:16:22
475,person,,,2022-10-17 13:16:22
476,person,,,2022-10-17 13:16:23
477,unclear,,,2022-10-17 13:16:23
478,person,,,2022-10-17 13:16:23
479,person,,,2022-10-17 13:16:23
480,person,,,2022-10-17 13:16:24
481,unclear,,,2022-10-17 13:16:24
485,car,,,2022-10-17 13:16:24
486,person,,,2022-10-17 13:16:25
487,person,,,2022-10-17 13:16:25
488,person,,,2022-10-17 13:16:25
489,unclear,,,2022-10-17 13:16:25
490,person,['FG2'],,2022-10-17 13:16:26
491,person,"['FG1', 'Querschnitt_Straße']",,2022-10-17 13:16:26
492,person,,,2022-10-17 13:16:26
494,person,,,2022-10-17 13:16:27
495,person,,,2022-10-17 13:16:27
496,person,['Querschnitt_Straße'],,2022-10-17 13:16:27
497,person,,,2022-10-17 13:16:27
498,car,,,2022-10-17 13:16:27
500,person,,,2022-10-17 13:16:28
501,person,,,2022-10-17 13:16:28
502,person,,,2022-10-17 13:16:28
504,unclear,,,2022-10-17 13:16:29
505,unclear,,,2022-10-17 13:16:29
506,unclear,,,2022-10-17 13:16:29
507,person,,,2022-10-17 13:16:30
508,person,,,2022-10-17 13:16:30
509,unclear,,,2022-10-17 13:16:30
510,person,['Querschnitt_Straße'],,2022-10-17 13:16:30
511,person,,,2022-10-17 13:16:30
512,person,,,2022-10-17 13:16:30
514,unclear,,,2022-10-17 13:16:30
515,person,,,2022-10-17 13:16:30
519,person,,,2022-10-17 13:16:31
520,person,,,2022-10-17 13:16:31
521,person,,,2022-10-17 13:16:31
523,person,,,2022-10-17 13:16:31
525,car,,,2022-10-17 13:16:31
526,person,,,2022-10-17 13:16:32
527,person,,,2022-10-17 13:16:32
531,person,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 13:16:32
532,truck,,,2022-10-17 13:16:33
534,person,,,2022-10-17 13:16:33
536,bicycle,,,2022-10-17 13:16:33
537,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 13:16:33
540,person,['Querschnitt_Straße'],,2022-10-17 13:16:34
541,person,['Haltelinie'],,2022-10-17 13:16:34
543,person,,,2022-10-17 13:16:34
544,unclear,,,2022-10-17 13:16:34
545,person,['Querschnitt_Straße'],,2022-10-17 13:16:34
547,unclear,,,2022-10-17 13:16:34
549,person,['FG1'],,2022-10-17 13:16:35
550,person,,,2022-10-17 13:16:35
554,car,,,2022-10-17 13:16:36
555,person,,,2022-10-17 13:16:36
557,unclear,,,2022-10-17 13:16:36
558,car,,,2022-10-17 13:16:37
559,person,,,2022-10-17 13:16:37
560,motorcycle,,,2022-10-17 13:16:37
562,person,,,2022-10-17 13:16:37
563,person,['FG1'],,2022-10-17 13:16:37
565,person,['FG1'],,2022-10-17 13:16:38
566,car,,,2022-10-17 13:16:38
567,person,['Haltelinie'],,2022-10-17 13:16:38
568,person,,,2022-10-17 13:16:38
569,person,,,2022-10-17 13:16:38
571,person,,,2022-10-17 13:16:39
572,car,,,2022-10-17 13:16:39
573,person,,,2022-10-17 13:16:39
575,person,['FG1'],,2022-10-17 13:16:40
576,person,,,2022-10-17 13:16:40
577,car,,,2022-10-17 13:16:40
578,person,['FG1'],,2022-10-17 13:16:40
579,person,,,2022-10-17 13:16:40
580,person,"['FG1', 'Querschnitt_Straße']",,2022-10-17 13:16:41
581,person,,,2022-10-17 13:16:41
582,car,,,2022-10-17 13:16:41
583,car,,,2022-10-17 13:16:42
584,person,,,2022-10-17 13:16:42
585,truck,,,2022-10-17 13:16:42
586,person,,,2022-10-17 13:16:43
587,motorcycle,,,2022-10-17 13:16:43
588,car,,,2022-10-17 13:16:44
589,bus,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 13:16:44
590,motorcycle,,,2022-10-17 13:16:44
591,person,['FG1'],,2022-10-17 13:16:44
592,car,,,2022-10-17 13:16:44
593,car,,,2022-10-17 13:16:44
594,car,,,2022-10-17 13:16:44
596,person,,,2022-10-17 13:16:45
597,truck,,,2022-10-17 13:16:45
598,bicycle,,,2022-10-17 13:16:45
599,person,,,2022-10-17 13:16:45
602,car,,,2022-10-17 13:16:45
603,person,,,2022-10-17 13:16:45
605,person,,,2022-10-17 13:16:46
606,person,,,2022-10-17 13:16:46
607,person,,,2022-10-17 13:16:46
608,bicycle,,,2022-10-17 13:16:46
609,person,,,2022-10-17 13:16:46
612,person,['FG1'],,2022-10-17 13:16:47
613,car,,,2022-10-17 13:16:47
614,unclear,,,2022-10-17 13:16:47
615,person,,,2022-10-17 13:16:47
616,person,,,2022-10-17 13:16:48
618,bus,,,2022-10-17 13:16:48
619,person,,,2022-10-17 13:16:49
620,person,,,2022-10-17 13:16:49
621,person,,,2022-10-17 13:16:49
622,person,,,2022-10-17 13:16:50
623,person,,,2022-10-17 13:16:50
624,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 13:16:50
625,car,,,2022-10-17 13:16:50
626,person,,,2022-10-17 13:16:51
627,person,,,2022-10-17 13:16:51
628,person,,,2022-10-17 13:16:51
629,person,,,2022-10-17 13:16:51
630,person,['FG1'],,2022-10-17 13:16:51
631,car,,,2022-10-17 13:16:52
632,person,,,2022-10-17 13:16:52
633,person,['Querschnitt_Straße'],,2022-10-17 13:16:52
634,person,['FG1'],,2022-10-17 13:16:52
635,person,['FG1'],,2022-10-17 13:16:53
636,truck,,,2022-10-17 13:16:53
637,unclear,,,2022-10-17 13:16:53
642,person,['Haltelinie'],,2022-10-17 13:16:54
645,person,['FG2'],,2022-10-17 13:16:54
646,motorcycle,,,2022-10-17 13:16:55
647,person,,,2022-10-17 13:16:55
648,person,,,2022-10-17 13:16:55
649,person,['Haltelinie'],,2022-10-17 13:16:55
650,person,,,2022-10-17 13:16:55
651,motorcycle,,,2022-10-17 13:16:55
652,person,['Querschnitt_Straße'],,2022-10-17 13:16:55
653,person,,,2022-10-17 13:16:55
654,motorcycle,['Querschnitt_Straße'],,2022-10-17 13:16:55
655,bicycle,,,2022-10-17 13:16:55
656,person,['Querschnitt_Straße'],,2022-10-17 13:16:56
657,person,,,2022-10-17 13:16:56
658,person,,,2022-10-17 13:16:57
659,person,,,2022-10-17 13:16:57
660,person,"['Haltelinie', 'FG2']",,2022-10-17 13:16:57
661,motorcycle,,,2022-10-17 13:16:57
662,bicycle,,,2022-10-17 13:16:57
663,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 13:16:57
664,person,,,2022-10-17 13:16:57
669,unclear,,,2022-10-17 13:16:58
671,car,,,2022-10-17 13:16:58
674,person,,,2022-10-17 13:16:58
675,person,,,2022-10-17 13:16:59
676,person,,,2022-10-17 13:16:59
677,person,['Haltelinie'],,2022-10-17 13:16:59
678,person,,,2022-10-17 13:16:59
679,person,,,2022-10-17 13:17:00
680,unclear,,,2022-10-17 13:17:00
682,person,,,2022-10-17 13:17:00
683,person,,,2022-10-17 13:17:01
684,car,,,2022-10-17 13:17:01
685,person,,,2022-10-17 13:17:01
686,car,,,2022-10-17 13:17:02
687,person,,,2022-10-17 13:17:02
688,person,,,2022-10-17 13:17:02
689,person,['FG1'],,2022-10-17 13:17:02
690,person,['FG1'],,2022-10-17 13:17:03
691,motorcycle,,,2022-10-17 13:17:03
692,person,,,2022-10-17 13:17:03
693,person,,,2022-10-17 13:17:03
694,person,,,2022-10-17 13:17:03
695,person,,,2022-10-17 13:17:03
696,person,['Querschnitt_Straße'],,2022-10-17 13:17:03
697,bicycle,,,2022-10-17 13:17:04
699,person,,,2022-10-17 13:17:04
700,truck,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 13:17:04
706,person,['FG2'],,2022-10-17 13:17:05
707,person,,,2022-10-17 13:17:06
708,unclear,,,2022-10-17 13:17:06
709,person,,,2022-10-17 13:17:06
711,person,['FG2'],,2022-10-17 13:17:06
712,car,,,2022-10-17 13:17:07
713,car,,,2022-10-17 13:17:07
714,person,['FG1'],,2022-10-17 13:17:07
715,person,,,2022-10-17 13:17:07
716,person,,,2022-10-17 13:17:07
717,person,,,2022-10-17 13:17:07
718,car,,,2022-10-17 13:17:08
720,person,,,2022-10-17 13:17:08
721,person,,,2022-10-17 13:17:08
722,person,,,2022-10-17 13:17:09
723,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 13:17:09
724,truck,,,2022-10-17 13:17:10
725,person,,,2022-10-17 13:17:10
728,motorcycle,,,2022-10-17 13:17:10
729,motorcycle,,,2022-10-17 13:17:10
730,motorcycle,,,2022-10-17 13:17:11
731,motorcycle,,,2022-10-17 13:17:11
732,car,,,2022-10-17 13:17:11
733,car,,,2022-10-17 13:17:11
734,truck,,,2022-10-17 13:17:11
735,bicycle,"['Haltelinie', 'FG1']",,2022-10-17 13:17:11
736,bicycle,,,2022-10-17 13:17:11
738,person,['Haltelinie'],,2022-10-17 13:17:11
739,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 13:17:12
741,bicycle,,,2022-10-17 13:17:12
743,bicycle,,,2022-10-17 13:17:12
744,person,,,2022-10-17 13:17:12
745,person,['Querschnitt_Straße'],,2022-10-17 13:17:12
747,person,['Querschnitt_Straße'],,2022-10-17 13:17:12
748,bicycle,,,2022-10-17 13:17:13
749,person,"['FG2', 'Querschnitt_Straße']",,2022-10-17 13:17:13
751,bicycle,,,2022-10-17 13:17:13
752,person,,,2022-10-17 13:17:13
753,car,,,2022-10-17 13:17:13
754,unclear,,,2022-10-17 13:17:14
755,unclear,,,2022-10-17 13:17:14
756,unclear,,,2022-10-17 13:17:14
757,unclear,,,2022-10-17 13:17:14
758,person,,,2022-10-17 13:17:14
761,car,,,2022-10-17 13:17:15
762,person,"['Haltelinie', 'FG2']",,2022-10-17 13:17:15
763,car,,,2022-10-17 13:17:15
764,unclear,,,2022-10-17 13:17:16
765,person,['FG2'],,2022-10-17 13:17:16
766,person,,,2022-10-17 13:17:16
767,person,['FG2'],,2022-10-17 13:17:16
768,person,,,2022-10-17 13:17:16
770,person,,,2022-10-17 13:17:16
771,person,,,2022-10-17 13:17:16
772,person,,,2022-10-17 13:17:17
773,car,,,2022-10-17 13:17:17
774,car,,,2022-10-17 13:17:17
775,person,,,2022-10-17 13:17:17
776,person,,,2022-10-17 13:17:17
777,car,,,2022-10-17 13:17:17
781,person,,,2022-10-17 13:17:18
782,person,,,2022-10-17 13:17:18
784,person,,,2022-10-17 13:17:18
785,person,,,2022-10-17 13:17:18
786,car,,,2022-10-17 13:17:19
787,person,,,2022-10-17 13:17:19
788,person,"['FG1', 'Querschnitt_Straße']",,2022-10-17 13:17:19
789,unclear,,,2022-10-17 13:17:19
793,bicycle,,,2022-10-17 13:17:20
795,person,,,2022-10-17 13:17:20
797,person,,,2022-10-17 13:17:20
798,unclear,,,2022-10-17 13:17:20
799,bicycle,['FG1'],,2022-10-17 13:17:20
800,car,,,2022-10-17 13:17:20
801,person,,,2022-10-17 13:17:20
806,person,,,2022-10-17 13:17:21
807,car,,,2022-10-17 13:17:21
810,unclear,,,2022-10-17 13:17:21
811,person,['Querschnitt_Straße'],,2022-10-17 13:17:21
812,car,,,2022-10-17 13:17:21
814,unclear,,,2022-10-17 13:17:21
815,unclear,,,2022-10-17 13:17:21
816,person,['FG2'],,2022-10-17 13:17:21
817,person,,,2022-10-17 13:17:21
820,bicycle,,,2022-10-17 13:17:22
825,unclear,,,2022-10-17 13:17:22
827,person,,,2022-10-17 13:17:23
829,person,,,2022-10-17 13:17:23
830,car,,,2022-10-17 13:17:24
831,person,,,2022-10-17 13:17:24
832,person,,,2022-10-17 13:17:24
833,car,,,2022-10-17 13:17:24
836,person,,,2022-10-17 13:17:25
838,unclear,['Querschnitt_Straße'],,2022-10-17 13:17:25
840,person,"['FG1', 'FG2']",,2022-10-17 13:17:25
841,person,,,2022-10-17 13:17:25
842,person,,,2022-10-17 13:17:25
844,person,,,2022-10-17 13:17:25
847,person,,,2022-10-17 13:17:26
849,person,['FG1'],,2022-10-17 13:17:26
850,person,,,2022-10-17 13:17:26
851,person,,,2022-10-17 13:17:26
852,bicycle,,,2022-10-17 13:17:26
853,person,,,2022-10-17 13:17:26
857,car,,,2022-10-17 13:17:27
858,car,,,2022-10-17 13:17:27
859,unclear,,,2022-10-17 13:17:27
860,motorcycle,,,2022-10-17 13:17:27
861,unclear,,,2022-10-17 13:17:27
863,person,,,2022-10-17 13:17:28
864,car,,,2022-10-17 13:17:28
865,person,,,2022-10-17 13:17:28
866,unclear,,,2022-10-17 13:17:28
868,car,,,2022-10-17 13:17:28
869,person,,,2022-10-17 13:17:28
870,car,,,2022-10-17 13:17:28
872,bicycle,,,2022-10-17 13:17:29
873,truck,,,2022-10-17 13:17:29
