,Class,Crossed_Section,Movement,Appearance
6348,person,,,2022-10-17 18:49:50
6349,truck,,,2022-10-17 18:49:50
6350,person,,,2022-10-17 18:49:50
6351,person,,,2022-10-17 18:49:51
6353,person,,,2022-10-17 18:49:51
6354,person,,,2022-10-17 18:49:51
6357,person,,,2022-10-17 18:49:52
6358,car,,,2022-10-17 18:49:52
6359,car,,,2022-10-17 18:49:52
6360,person,,,2022-10-17 18:49:52
6361,person,,,2022-10-17 18:49:53
6362,person,['FG1'],,2022-10-17 18:49:53
6363,person,,,2022-10-17 18:49:54
6364,person,,,2022-10-17 18:49:54
6365,person,,,2022-10-17 18:49:55
6366,person,,,2022-10-17 18:49:55
6367,person,['Querschnitt_Straße'],,2022-10-17 18:49:55
6368,person,,,2022-10-17 18:49:56
6369,person,,,2022-10-17 18:49:56
6370,unclear,,,2022-10-17 18:49:56
6371,person,,,2022-10-17 18:49:56
6374,person,,,2022-10-17 18:49:57
6375,person,['FG1'],,2022-10-17 18:49:58
6376,person,,,2022-10-17 18:49:59
6377,car,,,2022-10-17 18:49:59
6378,person,,,2022-10-17 18:50:01
6379,car,,,2022-10-17 18:50:01
6380,car,,,2022-10-17 18:50:02
6381,car,,,2022-10-17 18:50:02
6382,car,,,2022-10-17 18:50:02
6384,motorcycle,,,2022-10-17 18:50:03
6385,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:50:03
6386,person,['Querschnitt_Straße'],,2022-10-17 18:50:03
6387,unclear,,,2022-10-17 18:50:03
6389,motorcycle,,,2022-10-17 18:50:03
6391,person,['Querschnitt_Straße'],,2022-10-17 18:50:04
6392,bicycle,,,2022-10-17 18:50:04
6393,person,,,2022-10-17 18:50:04
6394,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:50:04
6395,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:50:04
6396,car,,,2022-10-17 18:50:05
6397,motorcycle,,,2022-10-17 18:50:06
6401,car,,,2022-10-17 18:50:06
6402,car,,,2022-10-17 18:50:07
6403,person,,,2022-10-17 18:50:08
6405,unclear,,,2022-10-17 18:50:08
6406,car,,,2022-10-17 18:50:08
6407,car,,,2022-10-17 18:50:09
6408,person,,,2022-10-17 18:50:09
6409,car,,,2022-10-17 18:50:09
6410,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:50:09
6411,person,,,2022-10-17 18:50:10
6413,motorcycle,,,2022-10-17 18:50:12
6415,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:50:12
6417,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:50:13
6418,bicycle,,,2022-10-17 18:50:13
6419,person,,,2022-10-17 18:50:14
6420,car,['Haltelinie'],,2022-10-17 18:50:14
6422,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:50:15
6423,car,,,2022-10-17 18:50:15
6424,person,,,2022-10-17 18:50:16
6425,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:50:17
6428,car,,,2022-10-17 18:50:18
6429,car,,,2022-10-17 18:50:18
6431,car,,,2022-10-17 18:50:20
6432,car,,,2022-10-17 18:50:20
6433,unclear,,,2022-10-17 18:50:20
6434,person,,,2022-10-17 18:50:20
6436,person,,,2022-10-17 18:50:21
6437,person,,,2022-10-17 18:50:22
6438,person,,,2022-10-17 18:50:22
6440,person,,,2022-10-17 18:50:24
6441,car,,,2022-10-17 18:50:24
6442,person,,,2022-10-17 18:50:24
6443,bicycle,,,2022-10-17 18:50:24
6444,car,,,2022-10-17 18:50:24
6445,person,,,2022-10-17 18:50:25
6447,person,,,2022-10-17 18:50:25
6448,car,,,2022-10-17 18:50:25
6449,person,,,2022-10-17 18:50:25
6450,person,,,2022-10-17 18:50:25
6451,car,,,2022-10-17 18:50:26
6453,truck,,,2022-10-17 18:50:26
6454,person,,,2022-10-17 18:50:26
6455,person,,,2022-10-17 18:50:27
6456,unclear,,,2022-10-17 18:50:27
6457,person,,,2022-10-17 18:50:28
6459,person,,,2022-10-17 18:50:28
6460,car,,,2022-10-17 18:50:29
6461,motorcycle,,,2022-10-17 18:50:29
6462,person,['FG1'],,2022-10-17 18:50:29
6463,person,"['Haltelinie', 'FG1']",,2022-10-17 18:50:30
6464,person,['Querschnitt_Straße'],,2022-10-17 18:50:31
6465,car,,,2022-10-17 18:50:35
6466,person,['FG1'],,2022-10-17 18:50:35
6467,motorcycle,,,2022-10-17 18:50:37
6468,person,,,2022-10-17 18:50:37
6469,person,,,2022-10-17 18:50:38
6470,person,,,2022-10-17 18:50:39
6471,truck,,,2022-10-17 18:50:39
6473,car,,,2022-10-17 18:50:40
6474,car,,,2022-10-17 18:50:40
6476,unclear,,,2022-10-17 18:50:40
6477,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:50:40
6478,person,,,2022-10-17 18:50:41
6480,truck,['Querschnitt_Straße'],,2022-10-17 18:50:41
6481,car,['Haltelinie'],,2022-10-17 18:50:41
6482,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:50:42
6483,person,,,2022-10-17 18:50:42
6484,car,,,2022-10-17 18:50:42
6485,person,,,2022-10-17 18:50:43
6486,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:50:43
6487,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:50:43
6489,person,['Querschnitt_Straße'],,2022-10-17 18:50:44
6490,person,['Querschnitt_Straße'],,2022-10-17 18:50:44
6491,car,,,2022-10-17 18:50:44
6492,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:50:44
6494,person,,,2022-10-17 18:50:44
6495,person,,,2022-10-17 18:50:44
6496,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:50:44
6497,car,,,2022-10-17 18:50:44
6500,person,,,2022-10-17 18:50:45
6501,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:50:45
6502,car,,,2022-10-17 18:50:45
6503,car,,,2022-10-17 18:50:46
6504,car,,,2022-10-17 18:50:46
6506,person,,,2022-10-17 18:50:46
6507,car,,,2022-10-17 18:50:47
6508,motorcycle,,,2022-10-17 18:50:47
6510,person,,,2022-10-17 18:50:47
6512,motorcycle,,,2022-10-17 18:50:47
6515,person,['FG2'],,2022-10-17 18:50:48
6518,person,"['FG1', 'FG2']",,2022-10-17 18:50:50
6519,unclear,,,2022-10-17 18:50:50
6520,car,,,2022-10-17 18:50:50
6521,unclear,,,2022-10-17 18:50:50
6522,motorcycle,,,2022-10-17 18:50:50
6524,person,,,2022-10-17 18:50:52
6525,person,"['FG1', 'FG2']",,2022-10-17 18:50:53
6526,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:50:53
6527,car,,,2022-10-17 18:50:54
6528,car,,,2022-10-17 18:50:54
6530,truck,,,2022-10-17 18:50:56
6531,person,,,2022-10-17 18:50:56
6532,car,,,2022-10-17 18:50:56
6533,person,,,2022-10-17 18:50:56
6534,car,,,2022-10-17 18:50:56
6536,unclear,,,2022-10-17 18:50:57
6537,person,"['FG1', 'Querschnitt_Straße']",,2022-10-17 18:50:57
6538,unclear,,,2022-10-17 18:50:57
6539,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:50:57
6540,unclear,,,2022-10-17 18:50:57
6541,unclear,,,2022-10-17 18:50:58
6542,person,,,2022-10-17 18:50:58
6543,unclear,,,2022-10-17 18:50:58
6544,car,,,2022-10-17 18:50:58
6545,car,,,2022-10-17 18:50:59
6546,car,,,2022-10-17 18:50:59
6547,person,,,2022-10-17 18:50:59
6548,unclear,,,2022-10-17 18:50:59
6549,person,,,2022-10-17 18:50:59
6550,car,,,2022-10-17 18:50:59
6551,unclear,,,2022-10-17 18:51:00
6553,motorcycle,,,2022-10-17 18:51:00
6554,unclear,,,2022-10-17 18:51:00
6555,unclear,,,2022-10-17 18:51:00
6556,unclear,,,2022-10-17 18:51:00
6559,unclear,,,2022-10-17 18:51:00
6560,unclear,,,2022-10-17 18:51:00
6561,car,,,2022-10-17 18:51:01
6562,unclear,,,2022-10-17 18:51:01
6563,person,,,2022-10-17 18:51:01
6564,unclear,,,2022-10-17 18:51:01
6567,unclear,,,2022-10-17 18:51:01
6568,unclear,,,2022-10-17 18:51:01
6569,person,,,2022-10-17 18:51:01
6571,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:51:01
6572,unclear,,,2022-10-17 18:51:01
6574,person,,,2022-10-17 18:51:02
6575,person,,,2022-10-17 18:51:02
6576,person,,,2022-10-17 18:51:02
6577,unclear,,,2022-10-17 18:51:02
6578,person,,,2022-10-17 18:51:02
6580,unclear,,,2022-10-17 18:51:02
6581,unclear,,,2022-10-17 18:51:03
6583,person,,,2022-10-17 18:51:03
6584,unclear,,,2022-10-17 18:51:03
6585,unclear,,,2022-10-17 18:51:03
6587,car,,,2022-10-17 18:51:04
6588,car,,,2022-10-17 18:51:06
6590,car,,,2022-10-17 18:51:06
6592,person,['FG1'],,2022-10-17 18:51:06
6593,car,,,2022-10-17 18:51:07
6594,person,,,2022-10-17 18:51:08
6595,person,"['FG1', 'Querschnitt_Straße']",,2022-10-17 18:51:08
6596,person,"['FG1', 'Querschnitt_Straße']",,2022-10-17 18:51:08
6597,car,,,2022-10-17 18:51:09
6598,person,,,2022-10-17 18:51:10
6599,person,,,2022-10-17 18:51:10
6600,person,,,2022-10-17 18:51:11
6601,car,,,2022-10-17 18:51:12
6602,unclear,,,2022-10-17 18:51:12
6603,car,,,2022-10-17 18:51:12
6604,car,,,2022-10-17 18:51:12
6606,car,,,2022-10-17 18:51:13
6607,person,,,2022-10-17 18:51:13
6608,car,,,2022-10-17 18:51:14
6609,car,,,2022-10-17 18:51:14
6611,person,,,2022-10-17 18:51:15
6612,person,,,2022-10-17 18:51:15
6614,car,,,2022-10-17 18:51:16
6615,person,,,2022-10-17 18:51:17
6616,truck,,,2022-10-17 18:51:17
6617,person,['FG1'],,2022-10-17 18:51:17
6618,person,,,2022-10-17 18:51:18
6619,person,,,2022-10-17 18:51:19
6620,person,,,2022-10-17 18:51:19
6621,car,,,2022-10-17 18:51:19
6623,person,,,2022-10-17 18:51:20
6624,person,['FG1'],,2022-10-17 18:51:20
6625,motorcycle,,,2022-10-17 18:51:20
6626,unclear,,,2022-10-17 18:51:21
6628,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:51:22
6629,person,,,2022-10-17 18:51:22
6630,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:51:22
6631,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:51:23
6632,person,,,2022-10-17 18:51:23
6633,person,,,2022-10-17 18:51:23
6635,person,,,2022-10-17 18:51:24
6636,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:51:24
6637,person,,,2022-10-17 18:51:24
6638,car,,,2022-10-17 18:51:24
6639,car,,,2022-10-17 18:51:24
6640,person,"['FG1', 'FG2']",,2022-10-17 18:51:25
6641,person,,,2022-10-17 18:51:25
6642,car,,,2022-10-17 18:51:25
6643,car,,,2022-10-17 18:51:26
6644,motorcycle,,,2022-10-17 18:51:26
6645,person,,,2022-10-17 18:51:26
6646,person,,,2022-10-17 18:51:27
6647,person,,,2022-10-17 18:51:27
6651,car,,,2022-10-17 18:51:29
6652,bicycle,,,2022-10-17 18:51:29
6653,person,['FG1'],,2022-10-17 18:51:29
6654,person,,,2022-10-17 18:51:30
6655,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:51:30
6656,person,['FG1'],,2022-10-17 18:51:31
6657,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:51:31
6658,person,['Haltelinie'],,2022-10-17 18:51:32
6659,car,,,2022-10-17 18:51:32
6660,person,,,2022-10-17 18:51:32
6662,unclear,,,2022-10-17 18:51:33
6663,car,,,2022-10-17 18:51:33
6664,person,,,2022-10-17 18:51:34
6666,person,['FG1'],,2022-10-17 18:51:34
6667,unclear,,,2022-10-17 18:51:35
6668,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:51:35
6669,person,['Querschnitt_Straße'],,2022-10-17 18:51:35
6670,person,,,2022-10-17 18:51:35
6672,person,,,2022-10-17 18:51:36
6674,car,,,2022-10-17 18:51:37
6675,person,,,2022-10-17 18:51:37
6676,person,"['FG1', 'FG2']",,2022-10-17 18:51:37
6677,person,['Haltelinie'],,2022-10-17 18:51:37
6678,bicycle,,,2022-10-17 18:51:37
6679,car,,,2022-10-17 18:51:37
6680,person,['Haltelinie'],,2022-10-17 18:51:38
6681,car,,,2022-10-17 18:51:38
6682,person,,,2022-10-17 18:51:38
6683,person,,,2022-10-17 18:51:38
6685,truck,,,2022-10-17 18:51:39
6686,bus,,,2022-10-17 18:51:39
6688,car,,,2022-10-17 18:51:39
6690,bicycle,,,2022-10-17 18:51:40
6691,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:51:40
6694,person,,,2022-10-17 18:51:40
6696,unclear,,,2022-10-17 18:51:41
6698,car,,,2022-10-17 18:51:42
6699,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:51:42
6700,car,,,2022-10-17 18:51:43
6701,unclear,,,2022-10-17 18:51:43
6703,car,,,2022-10-17 18:51:43
6704,person,,,2022-10-17 18:51:43
6705,person,,,2022-10-17 18:51:43
6707,person,['FG1'],,2022-10-17 18:51:45
6708,person,,,2022-10-17 18:51:45
6709,person,,,2022-10-17 18:51:46
6710,person,,,2022-10-17 18:51:46
6711,car,,,2022-10-17 18:51:47
6714,person,,,2022-10-17 18:51:47
6715,person,,,2022-10-17 18:51:48
6717,truck,,,2022-10-17 18:51:49
6718,person,,,2022-10-17 18:51:50
6719,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:51:51
6720,car,,,2022-10-17 18:51:51
6721,person,,,2022-10-17 18:51:51
6722,person,,,2022-10-17 18:51:51
6723,motorcycle,,,2022-10-17 18:51:51
6724,car,,,2022-10-17 18:51:52
6725,person,,,2022-10-17 18:51:52
6726,car,,,2022-10-17 18:51:53
6727,car,,,2022-10-17 18:51:53
6728,person,['Querschnitt_Straße'],,2022-10-17 18:51:53
6729,person,,,2022-10-17 18:51:53
6730,person,,,2022-10-17 18:51:54
6731,person,,,2022-10-17 18:51:54
6732,person,,,2022-10-17 18:51:54
6733,person,,,2022-10-17 18:51:55
6736,person,,,2022-10-17 18:51:56
6737,truck,,,2022-10-17 18:51:56
6738,car,,,2022-10-17 18:51:56
6739,person,,,2022-10-17 18:51:57
6740,car,,,2022-10-17 18:51:58
6741,car,,,2022-10-17 18:51:58
6742,person,['FG1'],,2022-10-17 18:51:58
6743,motorcycle,,,2022-10-17 18:51:58
6744,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:51:58
6745,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:51:58
6746,car,,,2022-10-17 18:51:58
6747,car,,,2022-10-17 18:51:59
6748,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:51:59
6750,person,['Haltelinie'],,2022-10-17 18:51:59
6751,unclear,,,2022-10-17 18:52:00
6754,person,,,2022-10-17 18:52:00
6755,car,,,2022-10-17 18:52:00
6756,car,,,2022-10-17 18:52:00
6757,car,,,2022-10-17 18:52:01
6758,motorcycle,,,2022-10-17 18:52:01
6759,car,,,2022-10-17 18:52:01
6760,car,,,2022-10-17 18:52:02
6761,car,,,2022-10-17 18:52:02
6763,car,,,2022-10-17 18:52:02
6764,car,,,2022-10-17 18:52:02
6765,person,,,2022-10-17 18:52:03
6766,car,,,2022-10-17 18:52:04
6768,car,,,2022-10-17 18:52:05
6769,car,,,2022-10-17 18:52:05
6770,person,,,2022-10-17 18:52:06
6771,motorcycle,,,2022-10-17 18:52:06
6772,car,,,2022-10-17 18:52:06
6774,person,,,2022-10-17 18:52:07
6776,bicycle,,,2022-10-17 18:52:08
6777,person,,,2022-10-17 18:52:09
6778,person,,,2022-10-17 18:52:09
6781,bus,['Haltelinie'],,2022-10-17 18:52:10
6782,car,,,2022-10-17 18:52:11
6783,person,,,2022-10-17 18:52:11
6785,person,,,2022-10-17 18:52:12
6786,truck,,,2022-10-17 18:52:13
6787,person,,,2022-10-17 18:52:13
6788,person,,,2022-10-17 18:52:13
6789,person,,,2022-10-17 18:52:14
6790,person,['Querschnitt_Straße'],,2022-10-17 18:52:15
6791,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:52:15
6792,motorcycle,,,2022-10-17 18:52:15
6794,person,,,2022-10-17 18:52:15
6796,person,,,2022-10-17 18:52:16
6797,person,,,2022-10-17 18:52:16
6798,car,,,2022-10-17 18:52:16
6800,car,,,2022-10-17 18:52:17
6802,unclear,,,2022-10-17 18:52:18
6803,unclear,,,2022-10-17 18:52:18
6804,person,['Querschnitt_Straße'],,2022-10-17 18:52:18
6805,car,,,2022-10-17 18:52:18
6806,person,,,2022-10-17 18:52:18
6808,person,"['Haltelinie', 'FG1']",,2022-10-17 18:52:20
6809,person,['Haltelinie'],,2022-10-17 18:52:20
6810,car,,,2022-10-17 18:52:20
6812,person,,,2022-10-17 18:52:21
6814,motorcycle,,,2022-10-17 18:52:22
6815,person,,,2022-10-17 18:52:22
6817,person,['FG1'],,2022-10-17 18:52:23
6818,unclear,,,2022-10-17 18:52:24
6819,person,,,2022-10-17 18:52:24
6820,motorcycle,,,2022-10-17 18:52:25
6821,person,,,2022-10-17 18:52:25
6822,person,['FG1'],,2022-10-17 18:52:25
6825,person,,,2022-10-17 18:52:26
6827,person,,,2022-10-17 18:52:27
6828,person,['FG1'],,2022-10-17 18:52:27
6829,person,,,2022-10-17 18:52:27
6830,person,,,2022-10-17 18:52:28
6831,person,,,2022-10-17 18:52:28
6832,bicycle,,,2022-10-17 18:52:28
6834,person,['Haltelinie'],,2022-10-17 18:52:30
6835,motorcycle,,,2022-10-17 18:52:30
6836,car,,,2022-10-17 18:52:30
6837,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:52:31
6838,person,"['Haltelinie', 'FG1']",,2022-10-17 18:52:32
6839,person,['FG2'],,2022-10-17 18:52:32
6842,person,['Querschnitt_Straße'],,2022-10-17 18:52:32
6843,person,"['FG1', 'Querschnitt_Straße']",,2022-10-17 18:52:32
6844,car,,,2022-10-17 18:52:33
6845,person,['FG1'],,2022-10-17 18:52:33
6846,car,,,2022-10-17 18:52:33
6847,person,,,2022-10-17 18:52:33
6848,person,['Querschnitt_Straße'],,2022-10-17 18:52:34
6849,person,,,2022-10-17 18:52:34
6850,unclear,,,2022-10-17 18:52:34
6851,person,,,2022-10-17 18:52:34
6852,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:52:34
6854,person,,,2022-10-17 18:52:35
6855,car,,,2022-10-17 18:52:35
6858,person,['Querschnitt_Straße'],,2022-10-17 18:52:35
6859,person,,,2022-10-17 18:52:35
6861,person,,,2022-10-17 18:52:35
6862,person,,,2022-10-17 18:52:35
6866,person,,,2022-10-17 18:52:36
6867,person,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:52:36
6868,unclear,['Querschnitt_Straße'],,2022-10-17 18:52:36
6869,bicycle,['Haltelinie'],,2022-10-17 18:52:36
6870,unclear,,,2022-10-17 18:52:36
6871,bicycle,,,2022-10-17 18:52:36
6872,truck,,,2022-10-17 18:52:37
6875,person,,,2022-10-17 18:52:37
6876,person,,,2022-10-17 18:52:37
6877,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:52:37
6878,unclear,,,2022-10-17 18:52:37
6879,person,,,2022-10-17 18:52:37
6880,person,,,2022-10-17 18:52:37
6881,person,,,2022-10-17 18:52:38
6882,unclear,,,2022-10-17 18:52:38
6883,person,['Querschnitt_Straße'],,2022-10-17 18:52:38
6888,person,,,2022-10-17 18:52:38
6891,unclear,,,2022-10-17 18:52:39
6893,person,,,2022-10-17 18:52:39
6894,person,,,2022-10-17 18:52:39
6895,person,['FG2'],,2022-10-17 18:52:39
6896,person,['FG2'],,2022-10-17 18:52:39
6898,person,,,2022-10-17 18:52:39
6899,person,,,2022-10-17 18:52:40
6902,unclear,,,2022-10-17 18:52:41
6903,person,,,2022-10-17 18:52:41
6904,person,,,2022-10-17 18:52:42
6905,person,,,2022-10-17 18:52:42
6907,person,,,2022-10-17 18:52:43
6910,person,,,2022-10-17 18:52:43
6911,person,,,2022-10-17 18:52:43
6912,person,,,2022-10-17 18:52:43
6914,motorcycle,,,2022-10-17 18:52:44
6915,person,,,2022-10-17 18:52:46
6919,person,,,2022-10-17 18:52:47
6920,person,['FG1'],,2022-10-17 18:52:48
6921,car,['Haltelinie'],,2022-10-17 18:52:48
6922,bicycle,,,2022-10-17 18:52:49
6923,person,,,2022-10-17 18:52:49
6924,person,,,2022-10-17 18:52:49
6925,person,,,2022-10-17 18:52:50
6926,motorcycle,,,2022-10-17 18:52:50
6927,bicycle,,,2022-10-17 18:52:50
6928,unclear,,,2022-10-17 18:52:50
6929,car,,,2022-10-17 18:52:50
6930,person,['Querschnitt_Straße'],,2022-10-17 18:52:51
6931,motorcycle,,,2022-10-17 18:52:52
6935,person,,,2022-10-17 18:52:53
6936,person,,,2022-10-17 18:52:53
6937,person,,,2022-10-17 18:52:54
6941,person,,,2022-10-17 18:52:55
6942,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:52:55
6946,person,,,2022-10-17 18:52:57
6947,car,,,2022-10-17 18:52:57
6948,unclear,,,2022-10-17 18:52:58
6949,person,['FG2'],,2022-10-17 18:52:58
6950,motorcycle,,,2022-10-17 18:52:58
6951,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:52:58
6952,person,,,2022-10-17 18:52:58
6954,person,,,2022-10-17 18:52:58
6955,person,['Querschnitt_Straße'],,2022-10-17 18:52:59
6956,motorcycle,,,2022-10-17 18:52:59
6958,person,,,2022-10-17 18:53:00
6960,person,['Querschnitt_Straße'],,2022-10-17 18:53:01
6961,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:53:01
6962,unclear,"['FG1', 'Querschnitt_Straße']",,2022-10-17 18:53:01
6963,person,,,2022-10-17 18:53:01
6965,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:53:02
6967,car,,,2022-10-17 18:53:03
6968,bicycle,,,2022-10-17 18:53:03
6971,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:53:04
6972,car,,,2022-10-17 18:53:04
6973,car,,,2022-10-17 18:53:05
6974,car,,,2022-10-17 18:53:07
6976,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:53:08
6977,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:53:08
6978,person,,,2022-10-17 18:53:08
6979,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:53:08
6981,unclear,,,2022-10-17 18:53:09
6982,person,,,2022-10-17 18:53:09
6983,unclear,,,2022-10-17 18:53:09
6985,person,"['FG1', 'Querschnitt_Straße']",,2022-10-17 18:53:10
6987,unclear,,,2022-10-17 18:53:10
6989,car,,,2022-10-17 18:53:11
6991,car,,,2022-10-17 18:53:12
6992,person,,,2022-10-17 18:53:12
6993,person,,,2022-10-17 18:53:12
6995,person,,,2022-10-17 18:53:13
6999,car,,,2022-10-17 18:53:15
7000,person,,,2022-10-17 18:53:15
7001,unclear,,,2022-10-17 18:53:15
7002,car,,,2022-10-17 18:53:15
7004,bicycle,,,2022-10-17 18:53:15
7005,person,"['FG1', 'FG2']",,2022-10-17 18:53:15
7006,person,,,2022-10-17 18:53:16
7008,car,,,2022-10-17 18:53:16
7009,bus,,,2022-10-17 18:53:16
7010,person,,,2022-10-17 18:53:16
7013,person,,,2022-10-17 18:53:16
7014,person,,,2022-10-17 18:53:17
7015,person,['FG2'],,2022-10-17 18:53:17
7018,person,,,2022-10-17 18:53:18
7019,person,,,2022-10-17 18:53:18
7020,person,,,2022-10-17 18:53:18
7021,person,,,2022-10-17 18:53:18
7022,unclear,,,2022-10-17 18:53:19
7025,unclear,,,2022-10-17 18:53:19
7026,unclear,,,2022-10-17 18:53:19
7028,car,,,2022-10-17 18:53:19
7029,person,,,2022-10-17 18:53:19
7031,unclear,,,2022-10-17 18:53:20
7032,unclear,,,2022-10-17 18:53:20
7034,person,,,2022-10-17 18:53:20
7036,person,,,2022-10-17 18:53:21
7037,unclear,,,2022-10-17 18:53:21
7038,person,,,2022-10-17 18:53:22
7039,person,,,2022-10-17 18:53:22
7043,car,,,2022-10-17 18:53:23
7044,person,,,2022-10-17 18:53:23
7045,unclear,,,2022-10-17 18:53:24
7046,person,,,2022-10-17 18:53:24
7047,person,,,2022-10-17 18:53:25
7049,person,,,2022-10-17 18:53:26
7050,person,,,2022-10-17 18:53:26
7051,unclear,,,2022-10-17 18:53:26
7052,person,"['FG2', 'Querschnitt_Straße']",,2022-10-17 18:53:26
7053,person,,,2022-10-17 18:53:27
7054,car,,,2022-10-17 18:53:27
7055,person,,,2022-10-17 18:53:28
7056,person,,,2022-10-17 18:53:29
7057,bus,,,2022-10-17 18:53:29
7058,car,,,2022-10-17 18:53:29
7059,bicycle,,,2022-10-17 18:53:29
7060,car,,,2022-10-17 18:53:29
7061,car,,,2022-10-17 18:53:29
7062,person,,,2022-10-17 18:53:29
7063,car,,,2022-10-17 18:53:30
7064,car,,,2022-10-17 18:53:30
7065,person,,,2022-10-17 18:53:30
7066,car,,,2022-10-17 18:53:30
7067,person,,,2022-10-17 18:53:30
7068,person,,,2022-10-17 18:53:30
7069,car,,,2022-10-17 18:53:30
7070,person,,,2022-10-17 18:53:30
7071,bus,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:53:30
7072,car,,,2022-10-17 18:53:30
7075,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:53:31
7076,car,,,2022-10-17 18:53:32
7078,person,,,2022-10-17 18:53:32
7079,car,,,2022-10-17 18:53:32
7080,truck,,,2022-10-17 18:53:32
7081,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:53:33
7082,car,,,2022-10-17 18:53:33
7083,car,,,2022-10-17 18:53:33
7084,person,,,2022-10-17 18:53:33
7086,car,,,2022-10-17 18:53:34
7088,car,,,2022-10-17 18:53:35
7089,car,,,2022-10-17 18:53:35
7090,car,,,2022-10-17 18:53:35
7091,motorcycle,,,2022-10-17 18:53:35
7093,person,,,2022-10-17 18:53:36
7095,motorcycle,,,2022-10-17 18:53:37
7097,person,,,2022-10-17 18:53:37
7098,person,,,2022-10-17 18:53:38
7099,car,,,2022-10-17 18:53:38
7100,person,,,2022-10-17 18:53:38
7101,bicycle,,,2022-10-17 18:53:38
7102,person,,,2022-10-17 18:53:38
7103,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:53:38
7104,bicycle,,,2022-10-17 18:53:38
7105,unclear,,,2022-10-17 18:53:39
7108,car,,,2022-10-17 18:53:39
7109,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:53:39
7110,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:53:39
7111,car,,,2022-10-17 18:53:39
7113,person,,,2022-10-17 18:53:39
7114,car,,,2022-10-17 18:53:39
7115,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:53:40
7117,unclear,,,2022-10-17 18:53:40
7118,car,,,2022-10-17 18:53:40
7119,person,,,2022-10-17 18:53:40
7120,car,,,2022-10-17 18:53:40
7121,car,,,2022-10-17 18:53:41
7122,car,,,2022-10-17 18:53:41
7123,person,,,2022-10-17 18:53:41
7125,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:53:41
