,Class,Crossed_Section,Movement,Appearance
2607,person,,,2022-10-17 18:31:32
2610,car,,,2022-10-17 18:31:33
2611,person,,,2022-10-17 18:31:33
2612,car,,,2022-10-17 18:31:33
2614,person,,,2022-10-17 18:31:34
2615,bicycle,,,2022-10-17 18:31:34
2616,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:31:34
2617,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:31:34
2618,person,"['FG1', 'Querschnitt_Straße']",,2022-10-17 18:31:34
2619,car,,,2022-10-17 18:31:35
2620,person,,,2022-10-17 18:31:35
2621,person,,,2022-10-17 18:31:35
2622,bicycle,,,2022-10-17 18:31:36
2623,car,,,2022-10-17 18:31:36
2624,person,,,2022-10-17 18:31:36
2625,person,,,2022-10-17 18:31:36
2627,car,,,2022-10-17 18:31:37
2628,car,,,2022-10-17 18:31:37
2630,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:31:38
2631,person,['Querschnitt_Straße'],,2022-10-17 18:31:38
2632,person,,,2022-10-17 18:31:39
2635,motorcycle,,,2022-10-17 18:31:39
2636,unclear,,,2022-10-17 18:31:39
2637,person,['FG1'],,2022-10-17 18:31:39
2640,truck,,,2022-10-17 18:31:40
2641,bicycle,,,2022-10-17 18:31:40
2645,person,,,2022-10-17 18:31:42
2646,car,,,2022-10-17 18:31:43
2647,person,,,2022-10-17 18:31:43
2649,person,,,2022-10-17 18:31:45
2651,person,,,2022-10-17 18:31:46
2652,person,"['Haltelinie', 'FG2']",,2022-10-17 18:31:46
2653,bicycle,,,2022-10-17 18:31:47
2654,person,,,2022-10-17 18:31:47
2655,person,,,2022-10-17 18:31:47
2656,person,['FG2'],,2022-10-17 18:31:48
2658,person,,,2022-10-17 18:31:48
2659,car,,,2022-10-17 18:31:48
2660,person,,,2022-10-17 18:31:48
2661,person,,,2022-10-17 18:31:49
2662,person,,,2022-10-17 18:31:49
2663,person,,,2022-10-17 18:31:49
2664,person,['Haltelinie'],,2022-10-17 18:31:50
2665,person,,,2022-10-17 18:31:51
2666,unclear,,,2022-10-17 18:31:51
2667,person,,,2022-10-17 18:31:51
2668,unclear,,,2022-10-17 18:31:51
2669,bicycle,['FG2'],,2022-10-17 18:31:52
2670,person,,,2022-10-17 18:31:52
2672,person,,,2022-10-17 18:31:52
2673,person,,,2022-10-17 18:31:53
2674,bicycle,,,2022-10-17 18:31:53
2675,person,['FG1'],,2022-10-17 18:31:53
2677,person,['FG2'],,2022-10-17 18:31:53
2678,person,,,2022-10-17 18:31:53
2679,person,,,2022-10-17 18:31:53
2681,person,,,2022-10-17 18:31:53
2684,person,,,2022-10-17 18:31:54
2685,person,,,2022-10-17 18:31:54
2686,person,,,2022-10-17 18:31:54
2687,person,,,2022-10-17 18:31:54
2688,bicycle,,,2022-10-17 18:31:54
2689,person,,,2022-10-17 18:31:54
2690,person,,,2022-10-17 18:31:54
2691,bicycle,,,2022-10-17 18:31:55
2692,person,['FG2'],,2022-10-17 18:31:55
2693,person,['FG2'],,2022-10-17 18:31:55
2694,person,,,2022-10-17 18:31:55
2696,person,,,2022-10-17 18:31:56
2697,motorcycle,,,2022-10-17 18:31:56
2698,person,['FG1'],,2022-10-17 18:31:56
2699,person,,,2022-10-17 18:31:57
2701,person,,,2022-10-17 18:31:57
2705,person,,,2022-10-17 18:31:57
2707,person,,,2022-10-17 18:31:57
2708,person,,,2022-10-17 18:31:57
2710,person,,,2022-10-17 18:31:58
2711,person,,,2022-10-17 18:31:58
2713,unclear,,,2022-10-17 18:31:58
2714,person,,,2022-10-17 18:31:58
2715,person,,,2022-10-17 18:31:58
2716,car,,,2022-10-17 18:31:58
2718,person,,,2022-10-17 18:31:59
2719,person,['FG2'],,2022-10-17 18:31:59
2720,unclear,,,2022-10-17 18:31:59
2723,person,['FG2'],,2022-10-17 18:31:59
2725,bicycle,,,2022-10-17 18:31:59
2726,person,,,2022-10-17 18:32:00
2729,motorcycle,,,2022-10-17 18:32:00
2730,person,,,2022-10-17 18:32:00
2731,person,,,2022-10-17 18:32:00
2732,person,,,2022-10-17 18:32:00
2734,unclear,,,2022-10-17 18:32:01
2735,person,['FG2'],,2022-10-17 18:32:01
2737,person,,,2022-10-17 18:32:01
2738,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:32:01
2739,person,"['FG1', 'Querschnitt_Straße']",,2022-10-17 18:32:01
2740,person,,,2022-10-17 18:32:01
2741,person,,,2022-10-17 18:32:01
2742,bicycle,,,2022-10-17 18:32:01
2743,unclear,,,2022-10-17 18:32:01
2744,person,['FG1'],,2022-10-17 18:32:01
2745,person,,,2022-10-17 18:32:02
2746,unclear,,,2022-10-17 18:32:02
2748,person,,,2022-10-17 18:32:02
2750,person,,,2022-10-17 18:32:02
2753,person,,,2022-10-17 18:32:03
2754,unclear,,,2022-10-17 18:32:03
2755,person,,,2022-10-17 18:32:03
2756,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:32:03
2758,person,,,2022-10-17 18:32:03
2759,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:32:03
2760,person,"['FG1', 'Querschnitt_Straße']",,2022-10-17 18:32:04
2761,person,,,2022-10-17 18:32:04
2762,unclear,,,2022-10-17 18:32:04
2763,unclear,,,2022-10-17 18:32:04
2764,unclear,,,2022-10-17 18:32:04
2765,car,,,2022-10-17 18:32:04
2766,person,,,2022-10-17 18:32:04
2769,person,,,2022-10-17 18:32:05
2770,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:32:05
2773,unclear,['FG2'],,2022-10-17 18:32:05
2774,unclear,,,2022-10-17 18:32:05
2775,car,,,2022-10-17 18:32:05
2776,person,,,2022-10-17 18:32:06
2777,person,['FG2'],,2022-10-17 18:32:06
2779,unclear,,,2022-10-17 18:32:06
2780,person,,,2022-10-17 18:32:06
2782,car,,,2022-10-17 18:32:06
2783,unclear,,,2022-10-17 18:32:07
2785,person,,,2022-10-17 18:32:07
2787,person,,,2022-10-17 18:32:07
2788,car,,,2022-10-17 18:32:07
2789,unclear,,,2022-10-17 18:32:07
2790,person,['FG2'],,2022-10-17 18:32:07
2791,person,['Querschnitt_Straße'],,2022-10-17 18:32:07
2792,unclear,,,2022-10-17 18:32:08
2795,car,,,2022-10-17 18:32:08
2796,person,,,2022-10-17 18:32:08
2797,person,,,2022-10-17 18:32:08
2798,unclear,,,2022-10-17 18:32:09
2799,unclear,,,2022-10-17 18:32:09
2801,car,,,2022-10-17 18:32:10
2802,person,,,2022-10-17 18:32:10
2807,person,,,2022-10-17 18:32:11
2808,car,,,2022-10-17 18:32:11
2809,person,,,2022-10-17 18:32:12
2810,person,,,2022-10-17 18:32:12
2812,car,,,2022-10-17 18:32:13
2813,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:32:13
2814,car,,,2022-10-17 18:32:13
2815,person,,,2022-10-17 18:32:13
2816,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:32:14
2817,car,,,2022-10-17 18:32:14
2819,car,,,2022-10-17 18:32:14
2820,unclear,,,2022-10-17 18:32:15
2821,car,,,2022-10-17 18:32:15
2822,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:32:15
2823,person,,,2022-10-17 18:32:15
2825,person,,,2022-10-17 18:32:15
2827,car,,,2022-10-17 18:32:16
2828,car,,,2022-10-17 18:32:17
2830,person,,,2022-10-17 18:32:17
2832,bicycle,,,2022-10-17 18:32:18
2833,person,,,2022-10-17 18:32:18
2834,person,,,2022-10-17 18:32:18
2835,person,,,2022-10-17 18:32:18
2836,car,,,2022-10-17 18:32:19
2837,person,,,2022-10-17 18:32:19
2839,person,,,2022-10-17 18:32:19
2840,car,,,2022-10-17 18:32:19
2841,person,,,2022-10-17 18:32:19
2842,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:32:19
2843,car,,,2022-10-17 18:32:19
2846,person,,,2022-10-17 18:32:20
2847,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:32:20
2848,car,,,2022-10-17 18:32:20
2849,person,,,2022-10-17 18:32:20
2850,person,,,2022-10-17 18:32:21
2851,car,,,2022-10-17 18:32:21
2852,person,['FG1'],,2022-10-17 18:32:21
2853,person,,,2022-10-17 18:32:21
2854,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:32:21
2855,car,,,2022-10-17 18:32:21
2856,person,['Haltelinie'],,2022-10-17 18:32:21
2857,person,,,2022-10-17 18:32:21
2858,car,,,2022-10-17 18:32:22
2859,person,,,2022-10-17 18:32:22
2862,person,,,2022-10-17 18:32:22
2863,person,,,2022-10-17 18:32:22
2864,person,,,2022-10-17 18:32:23
2865,person,['FG1'],,2022-10-17 18:32:23
2867,person,['FG1'],,2022-10-17 18:32:24
2868,person,"['Haltelinie', 'FG1']",,2022-10-17 18:32:25
2869,person,['FG1'],,2022-10-17 18:32:25
2870,person,['FG1'],,2022-10-17 18:32:25
2872,car,,,2022-10-17 18:32:25
2874,person,,,2022-10-17 18:32:26
2875,person,,,2022-10-17 18:32:26
2876,person,,,2022-10-17 18:32:26
2877,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:32:27
2880,person,,,2022-10-17 18:32:28
2881,person,,,2022-10-17 18:32:29
2882,person,,,2022-10-17 18:32:29
2883,person,,,2022-10-17 18:32:29
2884,person,,,2022-10-17 18:32:30
2885,person,['FG1'],,2022-10-17 18:32:30
2886,car,,,2022-10-17 18:32:30
2888,car,,,2022-10-17 18:32:31
2889,car,,,2022-10-17 18:32:31
2890,person,,,2022-10-17 18:32:32
2891,person,,,2022-10-17 18:32:32
2892,person,,,2022-10-17 18:32:32
2893,car,,,2022-10-17 18:32:32
2895,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:32:33
2896,person,,,2022-10-17 18:32:33
2897,person,,,2022-10-17 18:32:33
2898,car,,,2022-10-17 18:32:33
2899,person,,,2022-10-17 18:32:34
2900,person,['FG1'],,2022-10-17 18:32:34
2901,car,,,2022-10-17 18:32:34
2902,car,,,2022-10-17 18:32:34
2903,person,,,2022-10-17 18:32:35
2904,person,,,2022-10-17 18:32:35
2905,person,,,2022-10-17 18:32:36
2906,bus,['Haltelinie'],,2022-10-17 18:32:36
2907,person,,,2022-10-17 18:32:36
2909,person,['Querschnitt_Straße'],,2022-10-17 18:32:36
2910,bicycle,,,2022-10-17 18:32:36
2911,person,,,2022-10-17 18:32:36
2912,person,['FG2'],,2022-10-17 18:32:37
2913,unclear,,,2022-10-17 18:32:37
2914,person,,,2022-10-17 18:32:37
2915,person,,,2022-10-17 18:32:37
2916,person,,,2022-10-17 18:32:37
2917,person,,,2022-10-17 18:32:37
2918,person,,,2022-10-17 18:32:37
2921,car,,,2022-10-17 18:32:38
2922,person,,,2022-10-17 18:32:38
2923,car,,,2022-10-17 18:32:38
2924,car,,,2022-10-17 18:32:38
2925,person,,,2022-10-17 18:32:38
2927,car,,,2022-10-17 18:32:39
2929,person,,,2022-10-17 18:32:39
2931,person,,,2022-10-17 18:32:39
2932,person,,,2022-10-17 18:32:40
2933,car,,,2022-10-17 18:32:40
2934,car,,,2022-10-17 18:32:40
2935,person,['Querschnitt_Straße'],,2022-10-17 18:32:40
2937,person,['Haltelinie'],,2022-10-17 18:32:41
2939,car,,,2022-10-17 18:32:41
2940,person,,,2022-10-17 18:32:42
2941,person,,,2022-10-17 18:32:42
2942,bus,['Haltelinie'],,2022-10-17 18:32:42
2943,car,['Haltelinie'],,2022-10-17 18:32:43
2945,person,,,2022-10-17 18:32:44
2947,bus,,,2022-10-17 18:32:44
2949,truck,,,2022-10-17 18:32:44
2951,person,['Haltelinie'],,2022-10-17 18:32:45
2952,person,['Querschnitt_Straße'],,2022-10-17 18:32:45
2953,car,,,2022-10-17 18:32:45
2954,person,['Querschnitt_Straße'],,2022-10-17 18:32:46
2955,person,,,2022-10-17 18:32:46
2956,person,"['Haltelinie', 'FG1']",,2022-10-17 18:32:46
2957,car,,,2022-10-17 18:32:46
2958,person,,,2022-10-17 18:32:46
2959,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:32:46
2961,bicycle,,,2022-10-17 18:32:47
2962,person,,,2022-10-17 18:32:47
2963,person,['FG2'],,2022-10-17 18:32:47
2965,car,,,2022-10-17 18:32:48
2966,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:32:48
2967,person,['Querschnitt_Straße'],,2022-10-17 18:32:48
2968,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:32:48
2969,person,,,2022-10-17 18:32:48
2970,car,,,2022-10-17 18:32:49
2971,person,,,2022-10-17 18:32:49
2972,car,,,2022-10-17 18:32:49
2973,person,['Querschnitt_Straße'],,2022-10-17 18:32:50
2974,bicycle,,,2022-10-17 18:32:50
2976,person,,,2022-10-17 18:32:51
2977,person,,,2022-10-17 18:32:51
2978,person,,,2022-10-17 18:32:52
2979,person,,,2022-10-17 18:32:52
2980,unclear,,,2022-10-17 18:32:53
2982,car,,,2022-10-17 18:32:53
2984,bicycle,,,2022-10-17 18:32:54
2985,person,,,2022-10-17 18:32:54
2986,person,,,2022-10-17 18:32:54
2987,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:32:55
2989,car,,,2022-10-17 18:32:55
2990,person,,,2022-10-17 18:32:56
2991,person,,,2022-10-17 18:32:56
2992,person,,,2022-10-17 18:32:56
2993,person,['FG1'],,2022-10-17 18:32:57
2994,person,,,2022-10-17 18:32:57
2995,person,,,2022-10-17 18:32:57
2996,unclear,,,2022-10-17 18:32:58
2997,person,,,2022-10-17 18:32:58
2999,person,,,2022-10-17 18:32:58
3000,person,"['FG2', 'Querschnitt_Straße']",,2022-10-17 18:32:58
3001,car,,,2022-10-17 18:32:58
3002,unclear,,,2022-10-17 18:32:59
3003,car,,,2022-10-17 18:32:59
3006,person,"['FG1', 'Querschnitt_Straße']",,2022-10-17 18:32:59
3007,car,,,2022-10-17 18:32:59
3008,unclear,,,2022-10-17 18:32:59
3010,person,,,2022-10-17 18:33:00
3011,car,,,2022-10-17 18:33:00
3012,person,['Querschnitt_Straße'],,2022-10-17 18:33:00
3014,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:33:01
3016,person,['Querschnitt_Straße'],,2022-10-17 18:33:01
3018,person,,,2022-10-17 18:33:01
3019,person,,,2022-10-17 18:33:02
3021,person,,,2022-10-17 18:33:02
3024,bicycle,,,2022-10-17 18:33:03
3025,person,,,2022-10-17 18:33:03
3029,person,,,2022-10-17 18:33:03
3031,person,,,2022-10-17 18:33:04
3033,person,,,2022-10-17 18:33:05
3034,person,,,2022-10-17 18:33:05
3035,person,"['FG1', 'Querschnitt_Straße']",,2022-10-17 18:33:06
3036,car,,,2022-10-17 18:33:06
3037,person,,,2022-10-17 18:33:06
3040,person,,,2022-10-17 18:33:07
3041,person,,,2022-10-17 18:33:07
3043,person,,,2022-10-17 18:33:09
3044,person,,,2022-10-17 18:33:09
3045,unclear,,,2022-10-17 18:33:09
3046,person,,,2022-10-17 18:33:09
3047,person,,,2022-10-17 18:33:09
3048,person,,,2022-10-17 18:33:12
3049,person,['FG1'],,2022-10-17 18:33:12
3051,car,,,2022-10-17 18:33:16
3053,person,,,2022-10-17 18:33:17
3054,person,,,2022-10-17 18:33:18
3055,car,,,2022-10-17 18:33:19
3056,bicycle,,,2022-10-17 18:33:20
3057,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:33:20
3058,person,,,2022-10-17 18:33:20
3059,car,,,2022-10-17 18:33:21
3061,person,,,2022-10-17 18:33:22
3062,person,"['FG1', 'FG2']",,2022-10-17 18:33:22
3063,car,,,2022-10-17 18:33:23
3064,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:33:23
3066,motorcycle,,,2022-10-17 18:33:25
3067,person,,,2022-10-17 18:33:25
3068,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:33:25
3069,car,,,2022-10-17 18:33:26
3071,person,,,2022-10-17 18:33:27
3073,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:33:28
3076,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:33:30
3077,person,,,2022-10-17 18:33:30
3078,person,,,2022-10-17 18:33:31
3079,car,,,2022-10-17 18:33:32
3080,car,,,2022-10-17 18:33:32
3081,car,,,2022-10-17 18:33:33
3083,car,,,2022-10-17 18:33:34
3084,car,,,2022-10-17 18:33:34
3085,person,,,2022-10-17 18:33:34
3086,person,,,2022-10-17 18:33:34
3087,person,,,2022-10-17 18:33:35
3088,person,,,2022-10-17 18:33:35
3089,bicycle,,,2022-10-17 18:33:35
3090,person,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:33:36
3093,unclear,,,2022-10-17 18:33:36
3094,person,,,2022-10-17 18:33:36
3097,car,"['Haltelinie', 'Querschnitt_Straße']",,2022-10-17 18:33:37
3098,car,,,2022-10-17 18:33:37
3099,unclear,,,2022-10-17 18:33:38
3100,unclear,,,2022-10-17 18:33:38
3101,car,,,2022-10-17 18:33:38
3104,unclear,['Querschnitt_Straße'],,2022-10-17 18:33:38
3106,unclear,,,2022-10-17 18:33:40
3107,truck,,,2022-10-17 18:33:40
3108,person,,,2022-10-17 18:33:40
3109,person,,,2022-10-17 18:33:42
3110,person,,,2022-10-17 18:33:43
3111,person,['FG2'],,2022-10-17 18:33:43
3113,car,,,2022-10-17 18:33:45
