,Class,Crossed_Section,Movement,Appearance
10367,person,,,2022-09-20 08:32:03
10369,bicycle,,,2022-09-20 08:32:05
10370,person,,,2022-09-20 08:32:06
10371,person,,,2022-09-20 08:32:06
10374,bicycle,,,2022-09-20 08:32:08
10375,person,,,2022-09-20 08:32:08
10377,person,,,2022-09-20 08:32:09
10378,person,,,2022-09-20 08:32:10
10379,bicycle,,,2022-09-20 08:32:13
10380,bicycle,,,2022-09-20 08:32:13
10384,person,,,2022-09-20 08:32:18
10385,person,,,2022-09-20 08:32:24
10386,person,,,2022-09-20 08:32:24
10387,person,,,2022-09-20 08:32:26
10388,unclear,,,2022-09-20 08:32:28
10389,person,,,2022-09-20 08:32:29
10390,bicycle,,,2022-09-20 08:32:31
10391,unclear,,,2022-09-20 08:32:32
10392,unclear,,,2022-09-20 08:32:32
10393,unclear,,,2022-09-20 08:32:32
10394,unclear,,,2022-09-20 08:32:33
10395,unclear,,,2022-09-20 08:32:33
10396,unclear,,,2022-09-20 08:32:33
10397,bicycle,,,2022-09-20 08:32:33
10398,unclear,,,2022-09-20 08:32:34
10401,unclear,,,2022-09-20 08:32:34
10404,car,,,2022-09-20 08:32:41
10405,person,"['Nord', 'Sued']",,2022-09-20 08:32:51
10406,bicycle,,,2022-09-20 08:32:52
10407,car,,,2022-09-20 08:32:52
10408,bicycle,['Nord'],,2022-09-20 08:32:52
10410,person,"['Nord', 'Sued']",,2022-09-20 08:32:56
10411,unclear,,,2022-09-20 08:32:56
10412,bicycle,,,2022-09-20 08:32:57
10413,bicycle,['Nord'],,2022-09-20 08:32:58
10416,bicycle,,,2022-09-20 08:33:00
10418,person,,,2022-09-20 08:33:01
10422,bicycle,,,2022-09-20 08:33:02
10425,bicycle,,,2022-09-20 08:33:03
10426,bicycle,,,2022-09-20 08:33:04
10427,person,"['Nord', 'Sued']",,2022-09-20 08:33:04
10428,bicycle,,,2022-09-20 08:33:04
10431,bicycle,,,2022-09-20 08:33:07
10432,bicycle,"['Nord', 'Sued']",,2022-09-20 08:33:08
10433,bicycle,,,2022-09-20 08:33:08
10434,bicycle,,,2022-09-20 08:33:08
10437,bicycle,,,2022-09-20 08:33:09
10438,bicycle,,,2022-09-20 08:33:09
10439,person,"['Nord', 'Sued']",,2022-09-20 08:33:10
10440,bicycle,['Nord'],,2022-09-20 08:33:10
10441,bicycle,,,2022-09-20 08:33:10
10442,bicycle,,,2022-09-20 08:33:10
10443,bicycle,,,2022-09-20 08:33:10
10444,person,,,2022-09-20 08:33:10
10445,person,"['Nord', 'Sued']",,2022-09-20 08:33:10
10446,person,"['Nord', 'Sued']",,2022-09-20 08:33:10
10447,bicycle,,,2022-09-20 08:33:11
10448,person,,,2022-09-20 08:33:11
10449,person,,,2022-09-20 08:33:11
10450,bicycle,"['Nord', 'Sued']",,2022-09-20 08:33:11
10453,bicycle,,,2022-09-20 08:33:11
10455,bicycle,,,2022-09-20 08:33:11
10457,bicycle,['Nord'],,2022-09-20 08:33:12
10458,person,"['Nord', 'Sued']",,2022-09-20 08:33:12
10459,bicycle,,,2022-09-20 08:33:12
10460,bicycle,['Sued'],,2022-09-20 08:33:13
10461,bicycle,,,2022-09-20 08:33:13
10462,bicycle,,,2022-09-20 08:33:13
10463,bicycle,,,2022-09-20 08:33:13
10464,motorcycle,,,2022-09-20 08:33:14
10465,bicycle,,,2022-09-20 08:33:14
10467,bicycle,,,2022-09-20 08:33:14
10469,person,,,2022-09-20 08:33:14
10474,bicycle,['Sued'],,2022-09-20 08:33:15
10475,person,,,2022-09-20 08:33:16
10478,person,,,2022-09-20 08:33:17
10480,person,,,2022-09-20 08:33:18
10481,bicycle,['Nord'],,2022-09-20 08:33:19
10482,bicycle,"['Nord', 'Sued']",,2022-09-20 08:33:19
10483,person,"['Nord', 'Sued']",,2022-09-20 08:33:19
10484,person,['Nord'],,2022-09-20 08:33:19
10485,bicycle,,,2022-09-20 08:33:19
10486,person,,,2022-09-20 08:33:19
10487,unclear,,,2022-09-20 08:33:20
10489,person,,,2022-09-20 08:33:20
10491,bicycle,,,2022-09-20 08:33:21
10495,bicycle,['Nord'],,2022-09-20 08:33:21
10496,unclear,,,2022-09-20 08:33:21
10499,unclear,,,2022-09-20 08:33:21
10504,person,['Nord'],,2022-09-20 08:33:22
10505,unclear,,,2022-09-20 08:33:22
10509,unclear,,,2022-09-20 08:33:23
10510,bicycle,,,2022-09-20 08:33:24
10511,bicycle,['Sued'],,2022-09-20 08:33:24
10513,person,['Sued'],,2022-09-20 08:33:25
10516,person,,,2022-09-20 08:33:28
10517,person,,,2022-09-20 08:33:33
10519,person,"['Nord', 'Sued']",,2022-09-20 08:34:39
10521,unclear,,,2022-09-20 08:34:40
10523,person,"['Nord', 'Sued']",,2022-09-20 08:34:41
10526,person,,,2022-09-20 08:34:42
10527,bicycle,,,2022-09-20 08:34:42
10529,person,,,2022-09-20 08:34:42
10531,person,,,2022-09-20 08:34:44
10533,person,,,2022-09-20 08:34:44
10534,bicycle,,,2022-09-20 08:34:44
10535,bicycle,,,2022-09-20 08:34:44
10537,bicycle,,,2022-09-20 08:34:44
10539,bicycle,,,2022-09-20 08:34:45
10542,bicycle,,,2022-09-20 08:34:46
10543,bicycle,,,2022-09-20 08:34:46
10547,person,,,2022-09-20 08:34:48
10548,bicycle,['Nord'],,2022-09-20 08:34:50
10549,bicycle,,,2022-09-20 08:34:50
10550,person,,,2022-09-20 08:34:51
10551,bicycle,,,2022-09-20 08:34:52
10552,bicycle,,,2022-09-20 08:34:53
10555,bicycle,"['Nord', 'Sued']",,2022-09-20 08:35:02
10556,person,,,2022-09-20 08:35:02
10558,person,['Nord'],,2022-09-20 08:35:02
10566,bicycle,,,2022-09-20 08:35:04
10568,bicycle,['Sued'],,2022-09-20 08:35:06
10569,person,['Sued'],,2022-09-20 08:35:06
10570,person,,,2022-09-20 08:35:07
10571,bicycle,,,2022-09-20 08:35:07
10572,bicycle,,,2022-09-20 08:35:07
10573,bicycle,['Nord'],,2022-09-20 08:35:07
10574,person,,,2022-09-20 08:35:07
10575,person,"['Nord', 'Sued']",,2022-09-20 08:35:07
10576,unclear,,,2022-09-20 08:35:08
10577,unclear,,,2022-09-20 08:35:08
10578,unclear,,,2022-09-20 08:35:08
10580,unclear,,,2022-09-20 08:35:08
10581,unclear,,,2022-09-20 08:35:08
10582,unclear,,,2022-09-20 08:35:08
10583,bicycle,['Nord'],,2022-09-20 08:35:08
10584,unclear,,,2022-09-20 08:35:08
10585,person,['Nord'],,2022-09-20 08:35:08
10587,unclear,,,2022-09-20 08:35:08
10589,unclear,['Nord'],,2022-09-20 08:35:08
10590,bicycle,,,2022-09-20 08:35:08
10591,unclear,,,2022-09-20 08:35:08
10595,unclear,,,2022-09-20 08:35:09
10597,unclear,,,2022-09-20 08:35:09
10598,bicycle,,,2022-09-20 08:35:09
10599,person,['Nord'],,2022-09-20 08:35:09
10600,bicycle,,,2022-09-20 08:35:10
10602,person,,,2022-09-20 08:35:11
10603,unclear,,,2022-09-20 08:35:11
10605,bicycle,"['Nord', 'Sued']",,2022-09-20 08:35:11
10606,person,,,2022-09-20 08:35:11
10607,bicycle,,,2022-09-20 08:35:11
10608,bicycle,['Nord'],,2022-09-20 08:35:11
10612,unclear,,,2022-09-20 08:35:12
10613,unclear,,,2022-09-20 08:35:12
10614,bicycle,,,2022-09-20 08:35:12
10615,person,,,2022-09-20 08:35:12
10617,person,,,2022-09-20 08:35:14
10618,person,,,2022-09-20 08:35:15
10619,person,,,2022-09-20 08:35:16
10620,person,,,2022-09-20 08:35:20
10621,unclear,,,2022-09-20 08:35:21
10622,person,,,2022-09-20 08:35:21
10623,person,,,2022-09-20 08:35:21
10625,person,,,2022-09-20 08:35:21
10626,person,,,2022-09-20 08:35:22
10627,bicycle,,,2022-09-20 08:35:22
10628,person,,,2022-09-20 08:35:22
10629,bicycle,,,2022-09-20 08:35:23
10630,bicycle,,,2022-09-20 08:35:25
10632,person,,,2022-09-20 08:35:27
10633,person,,,2022-09-20 08:35:27
10635,person,,,2022-09-20 08:35:28
10637,person,,,2022-09-20 08:35:35
10638,person,,,2022-09-20 08:35:36
10639,person,,,2022-09-20 08:35:36
10640,bicycle,,,2022-09-20 08:35:37
10642,bicycle,,,2022-09-20 08:35:38
10643,person,,,2022-09-20 08:35:38
10644,bicycle,,,2022-09-20 08:35:38
10645,person,,,2022-09-20 08:35:39
10646,unclear,,,2022-09-20 08:35:39
10647,bicycle,,,2022-09-20 08:35:39
10648,bicycle,,,2022-09-20 08:35:39
10649,person,,,2022-09-20 08:35:40
10650,bicycle,,,2022-09-20 08:35:41
10651,person,,,2022-09-20 08:35:41
10656,bicycle,,,2022-09-20 08:35:43
10658,person,,,2022-09-20 08:35:44
10664,unclear,,,2022-09-20 08:35:45
10665,unclear,,,2022-09-20 08:35:46
10667,unclear,,,2022-09-20 08:35:46
10669,person,,,2022-09-20 08:35:47
10670,person,,,2022-09-20 08:35:47
10672,person,,,2022-09-20 08:35:48
10673,person,,,2022-09-20 08:35:49
10674,truck,,,2022-09-20 08:35:49
10675,person,,,2022-09-20 08:35:50
10678,person,,,2022-09-20 08:35:50
10679,person,,,2022-09-20 08:35:50
10680,person,,,2022-09-20 08:35:51
10683,person,,,2022-09-20 08:35:52
10684,unclear,,,2022-09-20 08:35:52
10685,person,,,2022-09-20 08:35:52
10686,person,,,2022-09-20 08:35:53
10688,bicycle,,,2022-09-20 08:35:54
10691,person,,,2022-09-20 08:35:55
10692,person,,,2022-09-20 08:35:55
10693,person,,,2022-09-20 08:35:55
10694,person,,,2022-09-20 08:35:55
10695,car,,,2022-09-20 08:35:56
10696,person,"['Nord', 'Sued']",,2022-09-20 08:36:11
10697,unclear,,,2022-09-20 08:36:11
10699,unclear,,,2022-09-20 08:36:12
10700,person,,,2022-09-20 08:36:12
10701,unclear,,,2022-09-20 08:36:12
10702,unclear,,,2022-09-20 08:36:13
10705,bicycle,"['Nord', 'Sued']",,2022-09-20 08:36:13
10708,person,,,2022-09-20 08:36:14
10709,person,,,2022-09-20 08:36:14
10710,person,['Nord'],,2022-09-20 08:36:14
10711,unclear,,,2022-09-20 08:36:14
10716,person,,,2022-09-20 08:36:14
10717,unclear,,,2022-09-20 08:36:15
10718,person,,,2022-09-20 08:36:15
10720,unclear,,,2022-09-20 08:36:15
10721,unclear,,,2022-09-20 08:36:15
10722,bicycle,,,2022-09-20 08:36:15
10723,bicycle,,,2022-09-20 08:36:16
10724,person,,,2022-09-20 08:36:16
10726,person,,,2022-09-20 08:36:16
10727,bicycle,,,2022-09-20 08:36:16
10728,person,,,2022-09-20 08:36:16
10732,bicycle,,,2022-09-20 08:36:16
10733,unclear,,,2022-09-20 08:36:16
10734,person,,,2022-09-20 08:36:17
10736,person,,,2022-09-20 08:36:18
10737,bicycle,['Sued'],,2022-09-20 08:36:18
10738,person,,,2022-09-20 08:36:19
10739,person,"['Nord', 'Sued']",,2022-09-20 08:36:19
10742,unclear,,,2022-09-20 08:36:20
10746,person,,,2022-09-20 08:36:21
10747,unclear,,,2022-09-20 08:36:21
10748,person,,,2022-09-20 08:36:21
10753,bicycle,,,2022-09-20 08:36:22
10756,bicycle,,,2022-09-20 08:36:22
10760,unclear,,,2022-09-20 08:36:23
10761,person,,,2022-09-20 08:36:23
10765,truck,,,2022-09-20 08:36:25
10766,person,,,2022-09-20 08:36:27
10767,person,,,2022-09-20 08:36:33
10768,person,,,2022-09-20 08:36:34
10769,person,,,2022-09-20 08:36:36
10770,unclear,,,2022-09-20 08:36:37
10771,person,,,2022-09-20 08:36:39
10772,person,"['Nord', 'Sued']",,2022-09-20 08:36:40
10775,bicycle,,,2022-09-20 08:36:43
10776,bicycle,,,2022-09-20 08:36:43
10778,unclear,['Nord'],,2022-09-20 08:36:44
10781,person,,,2022-09-20 08:36:44
10784,unclear,['Nord'],,2022-09-20 08:36:44
10785,car,,,2022-09-20 08:36:49
10786,bicycle,['Nord'],,2022-09-20 08:36:53
10787,person,"['Nord', 'Sued']",,2022-09-20 08:36:53
10789,unclear,,,2022-09-20 08:36:53
10793,person,,,2022-09-20 08:36:56
10794,bicycle,,,2022-09-20 08:36:57
10796,bicycle,,,2022-09-20 08:36:59
10797,bicycle,,,2022-09-20 08:36:59
10798,unclear,,,2022-09-20 08:37:09
10799,bus,,,2022-09-20 08:37:10
10804,unclear,,,2022-09-20 08:37:12
10805,bus,,,2022-09-20 08:37:12
10808,person,"['Nord', 'Sued']",,2022-09-20 08:37:13
10810,person,['Nord'],,2022-09-20 08:37:13
10811,bicycle,,,2022-09-20 08:37:13
10813,unclear,,,2022-09-20 08:37:14
10814,unclear,,,2022-09-20 08:37:14
10815,person,,,2022-09-20 08:37:14
10819,person,['Nord'],,2022-09-20 08:37:15
10820,bus,,,2022-09-20 08:37:16
10821,person,,,2022-09-20 08:37:16
10822,bicycle,['Sued'],,2022-09-20 08:37:17
10823,unclear,,,2022-09-20 08:37:17
10824,person,,,2022-09-20 08:37:17
10826,bicycle,"['Nord', 'Sued']",,2022-09-20 08:37:17
10827,bicycle,,,2022-09-20 08:37:17
10828,person,"['Nord', 'Sued']",,2022-09-20 08:37:18
10829,bicycle,,,2022-09-20 08:37:18
10830,bicycle,,,2022-09-20 08:37:18
10831,bicycle,"['Nord', 'Sued']",,2022-09-20 08:37:18
10832,bicycle,,,2022-09-20 08:37:18
10833,bicycle,,,2022-09-20 08:37:19
10834,person,"['Nord', 'Sued']",,2022-09-20 08:37:19
10835,unclear,,,2022-09-20 08:37:19
10836,bicycle,['Nord'],,2022-09-20 08:37:19
10838,person,,,2022-09-20 08:37:19
10840,bicycle,,,2022-09-20 08:37:19
10842,person,"['Nord', 'Sued']",,2022-09-20 08:37:19
10846,unclear,,,2022-09-20 08:37:20
10847,unclear,,,2022-09-20 08:37:20
10848,person,,,2022-09-20 08:37:20
10851,bicycle,,,2022-09-20 08:37:21
10853,bicycle,,,2022-09-20 08:37:21
10854,unclear,,,2022-09-20 08:37:21
10855,person,"['Nord', 'Sued']",,2022-09-20 08:37:21
10856,person,,,2022-09-20 08:37:22
10857,bicycle,,,2022-09-20 08:37:22
10859,bicycle,['Nord'],,2022-09-20 08:37:22
10861,person,"['Nord', 'Sued']",,2022-09-20 08:37:22
10862,unclear,,,2022-09-20 08:37:22
10863,unclear,,,2022-09-20 08:37:22
10864,unclear,,,2022-09-20 08:37:22
10865,unclear,,,2022-09-20 08:37:23
10867,person,,,2022-09-20 08:37:23
10868,person,,,2022-09-20 08:37:23
10869,bicycle,['Sued'],,2022-09-20 08:37:23
10871,bicycle,,,2022-09-20 08:37:24
10874,person,,,2022-09-20 08:37:25
10875,bicycle,"['Nord', 'Sued']",,2022-09-20 08:37:25
10876,person,['Nord'],,2022-09-20 08:37:25
10877,person,,,2022-09-20 08:37:25
10879,unclear,,,2022-09-20 08:37:26
10880,person,"['Nord', 'Sued']",,2022-09-20 08:37:26
10881,bicycle,,,2022-09-20 08:37:26
10883,bicycle,,,2022-09-20 08:37:26
10884,bicycle,,,2022-09-20 08:37:26
10885,person,"['Nord', 'Sued']",,2022-09-20 08:37:26
10886,bicycle,,,2022-09-20 08:37:26
10887,person,,,2022-09-20 08:37:26
10888,bicycle,,,2022-09-20 08:37:27
10890,person,,,2022-09-20 08:37:27
10891,unclear,,,2022-09-20 08:37:27
10892,truck,,,2022-09-20 08:37:27
10894,bicycle,,,2022-09-20 08:37:27
10895,person,,,2022-09-20 08:37:27
10898,bicycle,,,2022-09-20 08:37:27
10899,bicycle,['Nord'],,2022-09-20 08:37:28
10900,bicycle,,,2022-09-20 08:37:28
10902,bicycle,,,2022-09-20 08:37:28
10905,person,"['Nord', 'Sued']",,2022-09-20 08:37:28
10910,bicycle,,,2022-09-20 08:37:30
10913,person,,,2022-09-20 08:37:30
10914,bicycle,,,2022-09-20 08:37:31
10916,person,,,2022-09-20 08:37:31
10917,person,,,2022-09-20 08:37:32
10918,person,['Nord'],,2022-09-20 08:37:32
10919,person,,,2022-09-20 08:37:33
10921,person,,,2022-09-20 08:37:33
10922,person,,,2022-09-20 08:37:34
10923,person,,,2022-09-20 08:37:35
10924,bicycle,['Sued'],,2022-09-20 08:37:35
10925,person,,,2022-09-20 08:37:36
10926,person,"['Nord', 'Sued']",,2022-09-20 08:37:36
10927,person,,,2022-09-20 08:37:36
10928,person,,,2022-09-20 08:37:36
10929,truck,,,2022-09-20 08:37:36
10931,person,,,2022-09-20 08:37:36
10932,unclear,,,2022-09-20 08:37:36
10933,unclear,,,2022-09-20 08:37:37
10935,car,,,2022-09-20 08:37:37
10936,person,,,2022-09-20 08:37:37
10938,person,,,2022-09-20 08:37:37
10940,person,,,2022-09-20 08:37:38
10942,car,,,2022-09-20 08:37:38
10943,person,,,2022-09-20 08:37:38
10944,person,,,2022-09-20 08:37:38
10945,person,,,2022-09-20 08:37:39
10947,person,,,2022-09-20 08:37:39
10948,person,,,2022-09-20 08:37:40
10949,person,"['Nord', 'Sued']",,2022-09-20 08:37:40
10952,person,,,2022-09-20 08:37:42
10954,bicycle,['Nord'],,2022-09-20 08:37:43
10955,person,,,2022-09-20 08:37:43
10956,bicycle,,,2022-09-20 08:37:44
10958,bicycle,['Nord'],,2022-09-20 08:37:45
10959,bicycle,['Nord'],,2022-09-20 08:37:46
10962,unclear,,,2022-09-20 08:37:46
10963,unclear,,,2022-09-20 08:37:47
10964,unclear,,,2022-09-20 08:37:47
10965,bicycle,,,2022-09-20 08:37:48
10966,unclear,,,2022-09-20 08:37:48
10972,bicycle,['Sued'],,2022-09-20 08:37:49
10973,bicycle,,,2022-09-20 08:37:50
10975,unclear,,,2022-09-20 08:37:51
10976,unclear,,,2022-09-20 08:37:51
10978,bicycle,,,2022-09-20 08:37:52
10979,car,,,2022-09-20 08:37:53
10980,car,,,2022-09-20 08:37:54
10981,car,,,2022-09-20 08:37:55
10983,car,,,2022-09-20 08:37:56
10984,person,"['Nord', 'Sued']",,2022-09-20 08:37:56
10985,bicycle,,,2022-09-20 08:37:56
10987,truck,,,2022-09-20 08:37:57
10988,car,,,2022-09-20 08:37:57
10991,person,,,2022-09-20 08:37:58
10992,unclear,,,2022-09-20 08:37:58
10993,person,,,2022-09-20 08:37:58
10994,unclear,,,2022-09-20 08:37:58
10995,unclear,,,2022-09-20 08:37:59
10996,bicycle,['Sued'],,2022-09-20 08:38:00
10997,person,,,2022-09-20 08:38:01
10999,person,,,2022-09-20 08:38:01
11000,person,,,2022-09-20 08:38:02
11002,bicycle,['Sued'],,2022-09-20 08:38:02
11003,person,,,2022-09-20 08:38:08
11004,person,,,2022-09-20 08:38:09
11005,person,,,2022-09-20 08:38:18
11006,person,,,2022-09-20 08:38:18
11007,bicycle,"['Nord', 'Sued']",,2022-09-20 08:38:19
11008,person,,,2022-09-20 08:38:20
11009,motorcycle,,,2022-09-20 08:38:20
11010,bicycle,,,2022-09-20 08:38:20
11012,unclear,,,2022-09-20 08:38:20
11013,bicycle,,,2022-09-20 08:38:20
11014,unclear,,,2022-09-20 08:38:20
11015,person,,,2022-09-20 08:38:20
11017,unclear,,,2022-09-20 08:38:20
11018,bicycle,"['Nord', 'Sued']",,2022-09-20 08:38:21
11019,unclear,,,2022-09-20 08:38:21
11020,person,,,2022-09-20 08:38:21
11021,person,,,2022-09-20 08:38:21
11022,person,,,2022-09-20 08:38:21
11023,unclear,,,2022-09-20 08:38:21
11024,unclear,,,2022-09-20 08:38:22
11025,person,,,2022-09-20 08:38:22
11028,bicycle,,,2022-09-20 08:38:22
11029,person,,,2022-09-20 08:38:22
11031,bicycle,,,2022-09-20 08:38:23
11038,unclear,,,2022-09-20 08:38:24
11039,unclear,,,2022-09-20 08:38:25
11040,person,,,2022-09-20 08:38:25
11042,truck,,,2022-09-20 08:38:26
11043,person,,,2022-09-20 08:38:26
11044,person,,,2022-09-20 08:38:26
11046,person,,,2022-09-20 08:38:28
11048,truck,,,2022-09-20 08:38:30
11051,person,,,2022-09-20 08:38:30
11052,person,,,2022-09-20 08:38:32
11053,person,,,2022-09-20 08:38:32
11056,person,,,2022-09-20 08:38:34
11057,person,,,2022-09-20 08:38:34
11058,person,,,2022-09-20 08:38:34
11059,person,,,2022-09-20 08:38:35
11060,bicycle,,,2022-09-20 08:38:35
11061,bicycle,"['Nord', 'Sued']",,2022-09-20 08:38:35
11062,bicycle,"['Nord', 'Sued']",,2022-09-20 08:38:35
11063,person,['Nord'],,2022-09-20 08:38:35
11064,person,,,2022-09-20 08:38:35
11065,person,"['Nord', 'Sued']",,2022-09-20 08:38:35
11066,person,,,2022-09-20 08:38:36
11067,truck,,,2022-09-20 08:38:36
11068,person,"['Nord', 'Sued']",,2022-09-20 08:38:36
11069,bicycle,,,2022-09-20 08:38:36
11073,bicycle,,,2022-09-20 08:38:36
11077,bicycle,,,2022-09-20 08:38:36
11079,bicycle,,,2022-09-20 08:38:36
11082,bicycle,['Nord'],,2022-09-20 08:38:37
11083,person,,,2022-09-20 08:38:37
11086,motorcycle,['Nord'],,2022-09-20 08:38:37
11087,person,,,2022-09-20 08:38:37
11088,person,,,2022-09-20 08:38:37
11092,motorcycle,,,2022-09-20 08:38:38
11095,bicycle,"['Nord', 'Sued']",,2022-09-20 08:38:38
11096,person,['Nord'],,2022-09-20 08:38:38
11097,person,,,2022-09-20 08:38:38
11104,person,,,2022-09-20 08:38:39
11105,person,,,2022-09-20 08:38:39
11107,unclear,,,2022-09-20 08:38:39
11108,unclear,,,2022-09-20 08:38:39
11109,person,,,2022-09-20 08:38:39
