Class;gt;eval;rp;fp;fn;S;G;t_int
person;174;134;113;21;61;0,649425287356322;0,843283582089552;2023-04-12T00:00:10Z
person;174;134;122;12;52;0,701149425287356;0,910447761194030;2023-04-12T00:00:20Z
person;174;134;125;9;49;0,718390804597701;0,932835820895522;2023-04-12T00:00:30Z
person;174;134;129;5;45;0,741379310344828;0,962686567164179;2023-04-12T00:00:50Z
person;174;134;134;0;40;0,770114942528736;1,000000000000000;2023-04-12T00:01:00Z
person;174;134;134;0;40;0,770114942528736;1,000000000000000;2023-04-12T00:01:30Z
person;174;134;134;0;40;0,770114942528736;1,000000000000000;2023-04-12T00:01:40Z
person;174;134;134;0;40;0,770114942528736;1,000000000000000;2023-04-12T00:02:30Z
person;174;134;134;0;40;0,770114942528736;1,000000000000000;2023-04-12T00:03:00Z
person;174;134;134;0;40;0,770114942528736;1,000000000000000;2023-04-12T00:05:00Z
person;174;134;134;0;40;0,770114942528736;1,000000000000000;2023-04-12T00:07:30Z
person;174;134;134;0;40;0,770114942528736;1,000000000000000;2023-04-12T00:15:00Z
