;Class;gt;eval;t_start;t_end
0;bicycle;24.0;20.0;08:15:00;08:20:00
1;person;3.0;6.0;08:15:00;08:20:00
2;truck;1.0;0.0;08:15:00;08:20:00
3;car;0.0;1.0;08:15:00;08:20:00
4;bicycle;33.0;29.0;08:20:00;08:25:00
5;person;1.0;3.0;08:20:00;08:25:00
6;motorcycle;0.0;3.0;08:20:00;08:25:00
7;bicycle;32.0;30.0;08:25:00;08:30:00
8;person;6.0;9.0;08:25:00;08:30:00
9;car;0.0;1.0;08:25:00;08:30:00
