Class;gt;eval;rp;fp;fn
bicycle;12;12.0;12.0;0;0.0
bus;9;9.0;9.0;0;0.0
car;196;193.0;192.0;1;4.0
motorcycle;5;5.0;5.0;0;0.0
person;76;68.0;66.0;2;10.0
truck;3;2.0;2.0;0;1.0
