Class;gt;eval;rp;fp;fn
bicycle;12.0;12.0;11.0;1.0;1.0
bus;9.0;9.0;9.0;0.0;0.0
car;196.0;193.0;190.0;3.0;6.0
motorcycle;5.0;5.0;5.0;0.0;0.0
person;76.0;69.0;67.0;11.0;18.0
truck;3.0;2.0;2.0;0.0;1.0
