Class;gt;eval;rp;fp;fn
bicycle;6;0.0;0.0;0.0;6.0
bus;5;5.0;5.0;0.0;0.0
car;140;139.0;137.0;2.0;3.0
motorcycle;2;2.0;1.0;1.0;1.0
person;35;33.0;31.0;2.0;4.0
truck;3;4.0;3.0;1.0;0.0
