Class;gt;eval;rp;fp;fn
bicycle;4;0.0;0.0;0.0;4.0
bus;3;3.0;3.0;0.0;0.0
car;78;77.0;77.0;0.0;1.0
motorcycle;1;2.0;1.0;1.0;0.0
person;27;23.0;23.0;0.0;4.0
truck;1;1.0;1.0;0.0;0.0
