Class;gt;eval;rp;fp;fn;S;G;F1;t_int
person;174;154;144;13;33;0,813559322033898;0,917197452229299;0,862275449101796;2023-04-17T00:00:10Z
person;174;154;143;12;32;0,817142857142857;0,922580645161290;0,866666666666667;2023-04-17T00:00:20Z
person;174;154;146;8;28;0,839080459770115;0,948051948051948;0,890243902439024;2023-04-17T00:00:30Z
person;174;154;149;6;26;0,851428571428571;0,961290322580645;0,903030303030303;2023-04-17T00:00:50Z
person;174;154;147;7;27;0,844827586206897;0,954545454545455;0,896341463414634;2023-04-17T00:01:00Z
person;174;154;150;4;24;0,862068965517241;0,974025974025974;0,914634146341463;2023-04-17T00:01:30Z
person;174;154;149;5;25;0,856321839080460;0,967532467532468;0,908536585365854;2023-04-17T00:01:40Z
person;174;154;152;2;22;0,873563218390805;0,987012987012987;0,926829268292683;2023-04-17T00:02:30Z
person;174;154;154;0;20;0,885057471264368;1,000000000000000;0,939024390243902;2023-04-17T00:03:00Z
person;174;154;154;0;20;0,885057471264368;1,000000000000000;0,939024390243902;2023-04-17T00:05:00Z
person;174;154;154;0;20;0,885057471264368;1,000000000000000;0,939024390243902;2023-04-17T00:07:30Z
person;174;154;154;0;20;0,885057471264368;1,000000000000000;0,939024390243902;2023-04-17T00:15:00Z
