;Class;gt;eval;t_start;t_end
0;bicycle;3;0.0;08:00:00;08:01:00
1;bicycle;9;0.0;08:01:00;08:02:00
2;person;2;0.0;08:02:00;08:03:00
3;bicycle;1;0.0;08:02:00;08:03:00
4;bicycle;4;0.0;08:03:00;08:04:00
5;person;1;0.0;08:03:00;08:04:00
6;bicycle;3;0.0;08:04:00;08:05:00
7;bicycle;7;0.0;08:05:00;08:06:00
8;person;2;0.0;08:05:00;08:06:00
9;bicycle;2;0.0;08:06:00;08:07:00
10;bicycle;7;0.0;08:07:00;08:08:00
11;person;3;0.0;08:07:00;08:08:00
12;bicycle;2;0.0;08:08:00;08:09:00
13;bicycle;8;0.0;08:09:00;08:10:00
14;person;1;0.0;08:09:00;08:10:00
15;bicycle;2;0.0;08:10:00;08:11:00
16;bicycle;3;0.0;08:11:00;08:12:00
17;person;1;0.0;08:11:00;08:12:00
18;person;2;0.0;08:12:00;08:13:00
19;bicycle;2;0.0;08:12:00;08:13:00
20;person;2;0.0;08:13:00;08:14:00
21;bicycle;2;0.0;08:13:00;08:14:00
22;bicycle;6;0.0;08:14:00;08:15:00
23;person;1;0.0;08:14:00;08:15:00
