Class;gt;eval;rp;fp;fn
bicycle;8;0.0;0.0;0.0;8.0
bus;6;3.0;3.0;0.0;3.0
car;156;155.0;155.0;0.0;1.0
motorcycle;2;1.0;1.0;0.0;1.0
person;67;77.0;65.0;12.0;2.0
truck;3;2.0;2.0;0.0;1.0
