Class;gt;eval;rp;fp;fn;S;G;t_int
bicycle;10;3;3;0;7;0,3;1;00:00:10
bicycle;10;3;3;0;7;0,3;1;00:00:20
bicycle;10;3;3;0;7;0,3;1;00:00:30
bicycle;10;3;3;0;7;0,3;1;00:00:50
bicycle;10;4;4;0;6;0,4;1;00:01:00
bicycle;10;3;3;0;7;0,3;1;00:01:30
bicycle;10;4;4;0;6;0,4;1;00:01:40
bicycle;10;4;4;0;6;0,4;1;00:02:30
bicycle;10;4;4;0;6;0,4;1;00:03:00
bicycle;10;4;4;0;6;0,4;1;00:05:00
bicycle;10;4;4;0;6;0,4;1;00:07:30
bicycle;10;4;4;0;6;0,4;1;00:15:00
