Class;gt;eval;rp;fp;fn;S;G;F1;t_int
person;9;7;7;0;2;0,777777777777778;1;0,875;2023-04-17T00:00:10Z
person;9;7;7;0;2;0,777777777777778;1;0,875;2023-04-17T00:00:20Z
person;9;7;7;0;2;0,777777777777778;1;0,875;2023-04-17T00:00:30Z
person;9;7;7;0;2;0,777777777777778;1;0,875;2023-04-17T00:00:50Z
person;9;7;7;0;2;0,777777777777778;1;0,875;2023-04-17T00:01:00Z
person;9;7;7;0;2;0,777777777777778;1;0,875;2023-04-17T00:01:30Z
person;9;7;7;0;2;0,777777777777778;1;0,875;2023-04-17T00:01:40Z
person;9;7;7;0;2;0,777777777777778;1;0,875;2023-04-17T00:02:30Z
person;9;7;7;0;2;0,777777777777778;1;0,875;2023-04-17T00:03:00Z
person;9;7;7;0;2;0,777777777777778;1;0,875;2023-04-17T00:05:00Z
person;9;7;7;0;2;0,777777777777778;1;0,875;2023-04-17T00:07:30Z
person;9;7;7;0;2;0,777777777777778;1;0,875;2023-04-17T00:15:00Z
