Class;gt;eval;rp;fp;fn
bicycle;8.0;9.0;7.0;2.0;1.0
bus;6.0;6.0;6.0;0.0;0.0
car;156.0;154.0;153.0;1.0;3.0
motorcycle;2.0;1.0;1.0;0.0;1.0
person;67.0;54.0;57.0;3.0;16.0
truck;3.0;3.0;3.0;0.0;0.0
