Class;gt;eval;rp;fp;fn
bicycle;10;3.0;3.0;0.0;7.0
bus;9;8.0;8.0;0.0;1.0
car;190;180.0;175.0;5.0;15.0
motorcycle;4;4.0;3.0;1.0;1.0
person;105;104.0;85.0;19.0;20.0
truck;5;3.0;3.0;0.0;2.0
