Class;gt;eval;rp;fp;fn
bicycle;4.0;1.0;1.0;0.0;3.0
bus;8.0;8.0;8.0;0.0;0.0
car;169.0;178.0;164.0;14.0;5.0
motorcycle;4.0;3.0;2.0;1.0;2.0
person;72.0;57.0;49.0;8.0;23.0
