;Class;gt;eval;t_start;t_end
0;person;85.0;86.0;13:15:00;13:20:00
1;bicycle;4.0;6.0;13:15:00;13:20:00
2;person;58.0;71.0;13:20:00;13:25:00
3;motorcycle;1.0;0.0;13:20:00;13:25:00
4;bicycle;0.0;3.0;13:20:00;13:25:00
5;person;71.0;76.0;13:25:00;13:30:00
6;bicycle;4.0;3.0;13:25:00;13:30:00
