Class;gt;eval;rp;fp;fn;S;G;t_int
car;169;178;160;18;9;0,946745562130177;0,898876404494382;2023-04-12T00:00:10Z
car;169;178;163;15;6;0,964497041420118;0,915730337078652;2023-04-12T00:00:20Z
car;169;178;164;14;5;0,970414201183432;0,921348314606742;2023-04-12T00:00:30Z
car;169;178;165;13;4;0,976331360946746;0,926966292134832;2023-04-12T00:00:50Z
car;169;178;165;13;4;0,976331360946746;0,926966292134832;2023-04-12T00:01:00Z
car;169;178;167;11;2;0,988165680473373;0,938202247191011;2023-04-12T00:01:30Z
car;169;178;167;11;2;0,988165680473373;0,938202247191011;2023-04-12T00:01:40Z
car;169;178;168;10;1;0,994082840236686;0,943820224719101;2023-04-12T00:02:30Z
car;169;178;167;11;2;0,988165680473373;0,938202247191011;2023-04-12T00:03:00Z
car;169;178;168;10;1;0,994082840236686;0,943820224719101;2023-04-12T00:05:00Z
car;169;178;169;9;0;1,000000000000000;0,949438202247191;2023-04-12T00:07:30Z
car;169;178;169;9;0;1,000000000000000;0,949438202247191;2023-04-12T00:15:00Z
