;Class;gt;eval;t_start;t_end
0;person;51;49.0;18:30:00;18:35:00
1;bicycle;2;2.0;18:30:00;18:35:00
2;person;46;44.0;18:35:00;18:40:00
3;bicycle;2;2.0;18:35:00;18:40:00
4;person;74;69.0;18:40:00;18:45:00
5;car;1;0.0;18:40:00;18:45:00
6;bicycle;1;1.0;18:40:00;18:45:00
