Class;gt;eval;rp;fp;fn
bicycle;92.0;64.0;63.0;1.0;29.0
car;0.0;2.0;0.0;2.0;0.0
person;9.0;82.0;9.0;73.0;0.0
truck;1.0;0.0;0.0;0.0;1.0
