;Class;gt;eval;t_start;t_end
0;person;97;79;13:15:00;13:20:00
1;bicycle;7;2;13:15:00;13:20:00
2;person;71;55;13:20:00;13:25:00
3;bicycle;3;2;13:20:00;13:25:00
4;person;81;70;13:25:00;13:30:00
5;bicycle;4;1;13:25:00;13:30:00
