Class;gt;eval;rp;fp;fn
bicycle;89.0;79.0;75.0;4.0;14.0
car;0.0;2.0;0.0;2.0;0.0
motorcycle;0.0;3.0;0.0;3.0;0.0
person;10.0;25.0;10.0;15.0;0.0
truck;1.0;0.0;0.0;0.0;1.0
