Class;gt;eval;rp;fp;fn;S;G;F1;t_int
car;196;190;180;10;16;0,918367346938776;0,947368421052632;0,932642487046632;2023-04-24T00:00:10Z
car;196;190;182;8;14;0,928571428571429;0,957894736842105;0,943005181347150;2023-04-24T00:00:20Z
car;196;190;182;8;14;0,928571428571429;0,957894736842105;0,943005181347150;2023-04-24T00:00:30Z
car;196;190;184;6;12;0,938775510204082;0,968421052631579;0,953367875647668;2023-04-24T00:00:50Z
car;196;190;184;6;12;0,938775510204082;0,968421052631579;0,953367875647668;2023-04-24T00:01:00Z
car;196;190;185;5;11;0,943877551020408;0,973684210526316;0,958549222797928;2023-04-24T00:01:30Z
car;196;190;186;4;10;0,948979591836735;0,978947368421053;0,963730569948187;2023-04-24T00:01:40Z
car;196;190;188;2;8;0,959183673469388;0,989473684210526;0,974093264248705;2023-04-24T00:02:30Z
car;196;190;187;3;9;0,954081632653061;0,984210526315789;0,968911917098445;2023-04-24T00:03:00Z
car;196;190;190;0;6;0,969387755102041;1,000000000000000;0,984455958549223;2023-04-24T00:05:00Z
car;196;190;188;2;8;0,959183673469388;0,989473684210526;0,974093264248705;2023-04-24T00:07:30Z
car;196;190;190;0;6;0,969387755102041;1,000000000000000;0,984455958549223;2023-04-24T00:15:00Z
