Class;gt;eval;rp;fp;fn
bicycle;5.0;2.0;1.0;1.0;4.0
car;1.0;1.0;0.0;1.0;1.0
motorcycle;0.0;3.0;0.0;3.0;0.0
person;175.0;117.0;100.0;17.0;75.0
